"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"34.459731100001","1000","0","0.0000956632073556291","-0.00010096668542086","14.704070115938","0.025527921702283","0.375364350624545","0","0","",""
"52.336847050001","1172","5155.000000000037","0.024063093129920006","0.0033137578557886","14.703599138382","0.36395646593638","5.35146997895071","1.78886702215369","33.4275821258451","13.45158294714913","4.496538936884431"
"71.238486450001","1249","9543.999999999973","0.0946759945530696","0.011340216274611","14.70224171194","1.5645691601986","23.0026739682868","11.3339263427082","49.272212258166","8.353327142802609","4.115869080420694"
"91.615762350001","1326","13118.999999999842","0.18917628765524416","0.021617763965217","14.699774182787","3.64959054079","53.6481568092485","29.6988833596293","55.3586276323094","6.369811462756804","3.5262402085477005"
"113.89913395","1403","15569.000000000164","0.27981644108175574","0.03101773977551","14.698480158229","5.8832283798085","86.474515606945","50.5707604995223","58.480536311279195","5.533166563401775","3.235825481273738"
"137.45462265","1480","17625.999999999778","0.37273933650088464","0.040058678268413","14.695678642457","8.572872629299","125.984181202894","73.9399239343087","58.6898475890643","5.041110629651737","2.958620145338725"
"162.5182201","1558","19222.999999999814","0.45069320542705205","0.047192001552834","14.692676830161","10.977858566245","161.294128201052","94.9988135488742","58.8978747139875","4.744198254593812","2.7942319441738417"
"188.87424275","1635","20447.00000000016","0.5248851114166407","0.053409460123781","14.690592510534","13.317380951403","195.640216864609","114.360594141313","58.4545427183077","4.589737534662093","2.6829100878572505"
"217.0768995","1712","21922.99999999999","0.6061288967780946","0.060069594469706","14.685726556668","16.791337560558","246.592991935063","137.906044467936","55.9245594879888","4.39523081904523","2.458013474031367"
"246.87760505","1789","24770.000000000266","0.7960987125555619","0.079501859692787","14.68061281899","23.0614134258","338.555681562828","206.220536450582","60.911852224318096","3.860424021088384","2.351455774957432"
"278.2231247","1866","25976.000000000175","0.8919750420495277","0.089052585383457","14.677153899955","27.476110946138","403.271108928706","242.240874728916","60.0689881733486","3.6821822206830674","2.2118496026632544"
