"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.43747405","1000","0","0.0014451752846052423","0.00010035008263728","14.737296705246","0.0061718541302253","0.0909564455386282","0","0","",""
"19.901186","1852","27289.999999999858","1.2432271083272066","0.14210591793296","14.688569993973","42.997380104065","631.570027216021","406.110593137665","64.3017520840583","3.0613018456915055","1.96847072336125"
"25.4840185","1784","25620.999999999975","1.0966195740413904","0.12576648286958","14.70133272171","36.447038536072","535.820040239781","337.434598323156","62.9753598189708","3.249872951650248","2.046619184961154"
"31.10362905","1716","23164.99999999982","0.8837183838487355","0.10334914849082","14.710191984177","28.401435317993","417.790566153862","250.707788092125","60.0080060208433","3.524894023332076","2.1152186177494556"
"36.66155545","1648","21802.999999999603","0.7862492116240103","0.091362379030134","14.711419181824","25.23555688858","371.250855674667","208.59902424811","56.188159854615705","3.7691893068916507","2.117838112979366"
"42.2259723","1580","20809","0.7185510956976745","0.083770918312779","14.715444383621","22.092632198334","325.102900402379","182.546329309222","56.1503232002192","3.936267020086136","2.210226653802002"
"47.7969185","1511","19313.999999999916","0.6163276865051572","0.072207188062759","14.719078292847","18.217819862366","268.149516879148","146.043178966684","54.4633384637062","4.220174409143459","2.2984478722105206"
"53.3950957","1443","17619.999999999953","0.5162517312435133","0.060258640353701","14.723466157913","14.215962905884","209.30824874693","111.186958486858","53.1211546379579","4.64309608131365","2.4664662493435885"
"59.07460335","1375","15573.000000000367","0.3969816812618682","0.045674403166468","14.727891397476","9.9803650569916","146.989732666537","74.485850778836","50.674186167693605","5.329625386713914","2.7007442905040664"
"64.73981355","1307","12967.999999999543","0.2704655222075123","0.029398054726274","14.731530332565","6.0102847337723","88.540691862919","39.9227283681438","45.0896955153154","6.774725407377943","3.0547030581854258"
"70.451488","1239","9654.999999999856","0.14889603947634514","0.013400562151784","14.734305887222","2.7099244093895","39.9288551791943","13.5488961324906","33.9325935383956","10.989532875618485","3.729033522451959"
