,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
3610,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,79.96000000000001,,11598.552419838932,0.0225704158707603,59.08921057336913,0.19658036999615833,0.7863214799846333,,,,,
3611,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,71.56,,23271.620940133813,0.021579575198768963,56.49519534663693,0.21977610357968894,0.8791044143187557,11921.938801450444,0.00625919375410198,16.381362099335576,0.3086056513458037,0.41205364725279947
3612,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,75.76,,18407.12949029498,0.036515429862527725,84.12551062209576,0.41708421074609664,1.6683368429843866,6706.659108179264,0.005642534972341763,13.005019665971009,0.1704018504981387,0.5190303569983888
3613,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,78.88,,17315.627540038393,0.03669194830033768,84.53218049924054,0.3516680210955762,1.4066720843823048,6908.238057078149,0.006702632679552492,15.440188602048183,0.19799223695731136,0.4371708256921547
3614,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,6045 plastic,6.0,4.5,6.0,Plastic,,90.88,,10627.006619630005,0.037773638195288346,87.02421511936289,0.28408515826794517,1.1363406330717807,4749.239230175856,0.008480280123189517,19.46176319887428,0.23335221808335,0.34683393950607916
3615,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,87.68,,12388.90256427265,0.037488702771087595,86.36777102672406,0.28234109968213167,1.1293643987285267,5555.010925659291,0.00850073542741453,19.58427672762671,0.23799840156678695,0.34466424744080854
3616,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,75.6,,25400.07205655139,0.035384524536326754,81.52009237833406,0.4560964790913773,1.8243859163655092,8824.66865238785,0.00500508488815089,11.530905976438019,0.16287313797357703,0.5853833179971106
3617,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,84.16,,12478.327773503568,0.03747424084443186,86.33445313952922,0.31821887264996535,1.2728754905998614,5250.130263982235,0.007544150604798804,17.358537678493917,0.21228683617141306,0.3888576402586495
3618,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,87.80000000000001,,18407.12949029498,0.036515429862527725,84.12551062209576,0.41708421074609664,1.6683368429843866,6706.659108179264,0.005642534972341763,13.005019665971009,0.1704018504981387,0.5190303569983888
3619,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,86.88,,12805.16962169631,0.03742138368170069,86.21267897850362,0.2849767613655912,1.1399070454623648,5713.349640247319,0.008407936324075525,19.36980153397756,0.23628950433023194,0.3484805968796056
3620,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,KingKong 6040,6.0,4.0,3.38,Plastic,,80.4,,12478.327773503568,0.03747424084443186,86.33445313952922,0.31821887264996535,1.2728754905998614,5250.130263982235,0.007544150604798804,17.358537678493917,0.21228683617141306,0.3888576402586495
3621,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,94.0,,10627.006619630005,0.037773638195288346,87.02421511936289,0.28408515826794517,1.1363406330717807,4749.239230175856,0.008480280123189517,19.46176319887428,0.23335221808335,0.34683393950607916
3622,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,81.68,,15159.844280253023,0.037040583541527415,85.33537843507712,0.3252124292020482,1.3008497168081927,6304.993456655232,0.007293568697004575,16.769517891194397,0.21013259408935941,0.4025160439194496
3623,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,73.28,,30052.029141048515,0.03463220578042826,79.78687438858103,0.35542595864926807,1.4217038345970723,11921.959347875474,0.006261098252800827,14.424327956963994,0.2073581309761131,0.4679594099731443
3624,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,206.28,,18712.702420486366,0.037644778105399165,6.898765903279828,0.43019621366212174,1.720784854648487,6706.645622978794,0.005640103969368235,1.0336030364128712,0.35075238797881203,6.530553570571867
3628,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,206.12,,19032.453791830143,0.020745985008679035,3.801900321257456,0.26510456745644606,1.0604182698257842,8824.668598517614,0.005005076943953406,0.9172282558747759,0.4591697511421717,7.359127847149031
3635,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,203.8,,19140.562701547293,0.015032451735217923,2.75484066298022,0.15220230698776363,0.6088092279510545,11921.960274806066,0.006261188964931983,1.147422806539874,0.6198420427068885,5.8827486794994535
3636,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,206.68,,20738.518706341645,0.04552930294471416,9.29724403752158,0.5219057480690478,2.087622992276191,,,,,
3640,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,206.52,,21143.231303226545,0.025202041536909883,5.146345607932972,0.32306445283773605,1.2922578113509442,,,,,
3647,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1950,35.2,,0.05,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,204.20000000000002,,21280.865647502924,0.018289162019558686,3.734711307662331,0.1857660138000316,0.7430640552001264,,,,,
3648,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,203.07999999999998,,26244.177372867558,0.07038225539953417,18.794552003031853,0.8125159879305688,3.250063951722275,6706.645622904111,0.005640103963453331,1.5061072785022342,0.24277655135106443,4.481752459700358
3649,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,206.2,,26022.398856073392,0.0779565473379224,20.817155895363506,0.7563485412730138,3.025394165092055,,,,,
3652,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,202.92,,27134.27509422081,0.03998318838133112,10.676925725300364,0.5163941059966355,2.065576423986542,,,,,
3656,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,207.72,,24486.20941751148,0.13042126507377483,34.82709149556314,1.1301197190931327,4.520478876372531,5250.183941627309,0.007553815694354132,2.0171360108796237,0.19330022629289031,3.3463286380259953
3659,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,2550,34.3,,0.043,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,200.6,,27447.524087782647,0.02928495051347846,7.820117758480189,0.29973148530001226,1.198925941200049,,,,,
3660,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,193.88,,20508.409137365874,0.04459912575475911,9.107298578799107,0.5110719571295651,2.0442878285182604,,,,,
3661,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,197.0,,20380.848735562195,0.04960451739426679,10.129417182995217,0.4777567748311309,1.9110270993245235,6908.242357001274,0.00670332124630596,1.368841810833985,0.3270535373062303,4.931176083734228
3663,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,205.8,,19445.25341603773,0.08631670177196732,17.626174550979382,0.6589340493041418,2.635736197216567,,,,,
3664,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,193.72,,21010.192454034586,0.024909457310757194,5.086598926004919,0.3192533577516251,1.2770134310065004,8824.668598510887,0.005005076943925138,1.0220543422503585,0.4135930228885994,6.604345503916998
3665,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,202.28,,19470.04529980883,0.08534388370601909,17.427521636147056,0.7344492802516903,2.9377971210067613,,,,,
3666,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,205.92000000000002,,20508.409137365874,0.04459912575475911,9.107298578799107,0.5110719571295651,2.0442878285182604,,,,,
3667,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,205.0,,19557.34754930646,0.08191819698860602,16.727984380557203,0.6318117935536811,2.5272471742147244,,,,,
3668,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,198.52,,19470.04529980883,0.08534388370601909,17.427521636147056,0.7344492802516903,2.9377971210067613,,,,,
3670,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,199.8,,20060.14864119979,0.06218859167134135,12.699129477565766,0.5506164974317516,2.2024659897270062,,,,,
3671,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,1950,32.0,,0.064,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,191.4,,21182.870864352604,0.018133662792176774,3.7029578176874667,0.18416108124240324,0.736644324969613,11921.960274751045,0.006261188964745774,1.2785568415078696,0.5581669747549654,5.279389840845377
3672,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,193.88,,24770.67662675181,0.06324661035069434,15.89560691537577,0.7288751397058876,2.9155005588235503,6706.645622978833,0.005640103969368664,1.4175127356521384,0.2580084504764086,4.7618619785413125
3673,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,197.0,,24568.406063507613,0.07009022454199579,17.615594698064537,0.6788560923312494,2.7154243693249978,,,,,
3675,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,205.8,,23124.60365965058,0.11893977561517177,29.892826023379378,0.9127084007152516,3.6508336028610064,,,,,
3676,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,193.72,,25580.394430329183,0.035850653296767655,9.01025144277893,0.46220285221545787,1.8488114088618315,,,,,
3677,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,202.28,,23162.019848392207,0.11767383785085303,29.57466115312748,1.0179620986785562,4.071848394714225,,,,,
3678,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,205.92000000000002,,24770.67662675181,0.06324661035069434,15.89560691537577,0.7288751397058876,2.9155005588235503,6706.645622978833,0.005640103969368664,1.4175127356521384,0.2580084504764086,4.7618619785413125
3679,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,205.0,,23294.12327529416,0.11320425589138067,28.451332693076818,0.8777042275491879,3.5108169101967515,,,,,
3680,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,198.52,,23162.019848392207,0.11767383785085303,29.57466115312748,1.0179620986785562,4.071848394714225,,,,,
3682,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,199.8,,24065.859344029534,0.08709336939021518,21.888951156211437,0.7753461003432565,3.101384401373026,,,,,
3683,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR V2306 V2.0,4.0,27.9,30.3,,2400,32.0,,0.049,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,191.4,,25864.53119364447,0.02623717979274134,6.594122503023214,0.2680594151814514,1.0722376607258055,,,,,
3684,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,87.08,,23938.730223461534,0.05937303508525321,49.740237558695135,0.683533855726477,2.734135422905908,6706.645624413068,0.005640104240877751,4.725042905222276,0.144911053748005,1.4285584565887588
3685,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,90.2,,22692.789780466617,0.06051355030935849,50.69571335853786,0.5847069121294137,2.338827648517655,6908.242368067069,0.006703322960173565,5.615764130187491,0.16026124767828426,1.2019735593443879
3686,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,6045 plastic,6.0,4.5,6.0,Plastic,,102.2,,14593.8643220896,0.06792718539620772,56.90654576526871,0.5157463096609903,2.0629852386439613,4749.418698087898,0.008513603280684135,7.132339696388684,0.15822060430381446,0.946393510031179
3687,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,99.0,,16806.025616755596,0.06590220607318616,55.210103054635276,0.5008948973635297,2.0035795894541186,5555.01096031538,0.008500740918059694,7.121564291152421,0.16713435581056407,0.9478254669954972
3688,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,86.92,,31440.046574527583,0.05250644242629313,43.987694344687434,0.6811384487497889,2.7245537949991556,8824.668613806964,0.0050050783403455135,4.193045781665205,0.1609504539763336,1.6098083234663225
3689,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,95.48,,16916.781036923276,0.06580082222011326,55.125167916469884,0.5638833221783582,2.255533288713433,5250.184007287104,0.0075538250629909875,6.328285388941687,0.15205256930705993,1.0666396322446574
3690,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,99.12,,23938.730223461534,0.05937303508525321,49.740237558695135,0.683533855726477,2.734135422905908,6706.645624413068,0.005640104240877751,4.725042905222276,0.144911053748005,1.4285584565887588
3691,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,98.2,,17320.338986162922,0.06543141131654173,54.815690961531494,0.502818240767759,2.011272963071036,5713.351689225251,0.00840824235534718,7.044072280995338,0.16777952639237864,0.9582525179662431
3692,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,KingKong 6040,6.0,4.0,3.38,Plastic,,91.72,,16916.781036923276,0.06580082222011326,55.125167916469884,0.5638833221783582,2.255533288713433,5250.184007287104,0.0075538250629909875,6.328285388941687,0.15205256930705993,1.0666396322446574
3693,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,105.32,,14593.8643220896,0.06792718539620772,56.90654576526871,0.5157463096609903,2.0629852386439613,4749.418698087898,0.008513603280684135,7.132339696388684,0.15822060430381446,0.946393510031179
3694,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,93.0,,20170.418974569744,0.06282249077371344,52.63004679864283,0.5563205107085059,2.2252820428340234,6305.0851211187155,0.007308374860180652,6.122649798875029,0.16091239255463705,1.1024638386536887
3695,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,84.6,,35989.01577633202,0.04834238413771993,40.49922103042023,0.4988223915441158,1.9952895661764631,11921.96016738386,0.00626118333077517,5.245352048641486,0.21128264908572517,1.2868535681505322
3696,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,97.08,,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,2.5397675275704072
3697,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,100.2,,23333.6624797335,0.06371305408313903,30.02406939680372,0.6161364024071498,2.4645456096285994,,,,,
3698,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6045 plastic,6.0,4.5,6.0,Plastic,,112.2,,16063.085534094544,0.08111705122588622,38.225509831816645,0.6176670359008383,2.470668143603353,4749.418682267515,0.00851360148937987,4.011939415677245,0.1662863458311386,1.6824780488018785
3699,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,109.0,,18163.74231901406,0.07608858856659996,35.855902629425756,0.579666753193205,2.31866701277282,5555.010973562799,0.008500742882738752,4.005881747766401,0.182306809668823,1.6850222809906117
3700,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,96.92,,29927.487809034857,0.047929036109191,22.586026160141156,0.6208391702357493,2.483356680942997,8824.668591537784,0.005005075911475741,2.3585859740419117,0.21852963078130208,2.861884228215144
3701,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,105.48,,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,1.8962528958419833
3702,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,109.12,,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,2.5397675275704072
3703,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,108.2,,18639.671699006627,0.07494932910596969,35.31903925661971,0.577230063637341,2.308920254549364,5713.351692090796,0.008408242792431115,3.962291066325279,0.18470315760536843,1.7035598564090617
3704,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,101.72,,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,1.8962528958419833
3705,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,115.32,,16063.085534094544,0.08111705122588622,38.225509831816645,0.6176670359008383,2.470668143603353,4749.418682267515,0.00851360148937987,4.011939415677245,0.1662863458311386,1.6824780488018785
3706,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,103.0,,21192.53115185574,0.06883840297790764,32.43933316203526,0.6104987013451947,2.4419948053807787,6305.0801604137,0.007307984596129745,3.4436277095292747,0.18734446696519463,1.9601422015862129
3707,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,94.6,,32871.50230728081,0.04088177970866384,19.26508481976219,0.4206948120340631,1.6827792481362525,11921.960273511157,0.006261188856256566,2.9505156864140987,0.2910428914818266,2.287735676539851
3708,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,201.07999999999998,,18917.82702926399,0.038411742492896854,7.240442881636059,0.4391045052398369,1.7564180209593476,,,,,
3709,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,204.2,,18798.77951174713,0.04271690862757399,8.051946068526737,0.41042399604360735,1.6416959841744294,,,,,
3712,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,200.92,,19386.431825160154,0.02146542941847953,4.046136161144298,0.27444987341186167,1.0977994936474467,,,,,
3716,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,KingKong 6040,6.0,4.0,3.38,Plastic,,205.72,,17949.621304754546,0.07342531372342352,13.840345570861988,0.6303414509067721,2.5213658036270883,,,,,
