,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
25251,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,183.96,,11074.959263554156,0.030466503697421474,79.76112016365464,0.2286838979007644,0.9147355916030576,,,,,
25252,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,171.88,,23002.297493850023,0.029454079784205195,77.11060055692222,0.37852703436341,1.51410813745364,8824.86128067457,0.005037437455899773,13.2721707469954,0.18526926930311838,1.4692396874425744
25253,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,180.44,,11155.867400230189,0.030459636001481022,79.74314057772663,0.25778533473652276,1.031141338946091,,,,,
25254,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,184.08,,16552.377921765776,0.030001565962022764,78.54391601738538,0.34159183581182434,1.3663673432472974,6706.445851528814,0.005602419350222715,14.569255131839693,0.19531917282380376,1.3384349318850655
25255,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,183.16,,11451.701768292725,0.030434524800407092,79.67739960704607,0.23099398477622576,0.923975939104903,,,,,
25256,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,KingKong 6040,6.0,4.0,3.38,Plastic,,176.68,,11155.867400230189,0.030459636001481022,79.74314057772663,0.25778533473652276,1.031141338946091,,,,,
25257,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,190.28,,9483.772907856424,0.030601567790162633,80.11471713158747,0.22936149549240342,0.9174459819696137,4749.413164541857,0.008512571746040377,22.283208489956113,0.2838482469441737,0.8750983956726603
25258,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,177.96,,13588.677448344766,0.03025313267104002,79.20251612259005,0.26474888567683547,1.0589955427073419,6305.084135953893,0.007308219268294595,19.132471474961175,0.2497329885764302,1.0192096732259506
25259,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,11.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,169.56,,27346.2446201708,0.0290853541013488,76.14527897329539,0.2976556032898786,1.1906224131595144,11921.95927478447,0.006261092500693955,16.391251837230676,0.23157457443870946,1.1896589835626947
25260,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,173.76,,21616.786480354283,0.049160443417501726,113.25753111760274,0.564231427078987,2.256925708315948,6706.989234097953,0.005702049079010414,13.278057685470369,0.13005312058323257,1.468588287678404
25261,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,176.88,,20328.440046848787,0.0493687959814909,113.73754096615173,0.475449740687644,1.901798962750576,6908.242769382462,0.0067033875726332445,15.44364741115099,0.14852270399542938,1.2626550892323627
25262,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,6045 plastic,6.0,4.5,6.0,Plastic,,188.88,,12451.9228970552,0.05064259354151434,116.67215987442057,0.3826841120452654,1.5307364481810617,4749.411500445286,0.008512288044356742,19.607928981404392,0.17621957274734235,0.9944956460467218
25263,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,185.68,,14523.70885226339,0.050307542421273437,115.90025750660828,0.38069584091018394,1.5227833636407357,5554.99567579806,0.008498307842919002,19.57319068395752,0.17840736938433652,0.9962606666874446
25264,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,173.6,,29891.430391469803,0.04782226043337496,110.17457884073406,0.6194336697049999,2.4777346788199996,8824.668950774056,0.005005128884948983,11.531107977833516,0.1221565195432405,1.6910777383652331
25265,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,182.16,,14628.91960930942,0.050290527641382185,115.86105826776848,0.4290925332404986,1.7163701329619945,5250.1840610241225,0.007553837193008779,17.40284038117438,0.1595804903074199,1.1205067433184204
25266,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,185.8,,21616.786480354283,0.049160443417501726,113.25753111760274,0.564231427078987,2.256925708315948,6706.989234097953,0.005702049079010414,13.278057685470369,0.13005312058323257,1.468588287678404
25267,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,184.88,,15013.503445407752,0.05022833239153896,115.71777069843229,0.384336176872953,1.537344707491812,5713.34320959233,0.00840697583482204,19.365416253143078,0.1771809595608985,1.006949695534434
25268,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,KingKong 6040,6.0,4.0,3.38,Plastic,,178.4,,14628.91960930942,0.050290527641382185,115.86105826776848,0.4290925332404986,1.7163701329619945,5250.1840610241225,0.007553837193008779,17.40284038117438,0.1595804903074199,1.1205067433184204
25269,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,192.0,,12451.9228970552,0.05064259354151434,116.67215987442057,0.3826841120452654,1.5307364481810617,4749.411500445286,0.008512288044356742,19.607928981404392,0.17621957274734235,0.9944956460467218
25270,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,179.68,,17786.368695533594,0.04977990208627843,114.68466143981611,0.43916237994879054,1.7566495197951622,6305.106851065407,0.007311693920752732,16.85247272765547,0.1582836107251007,1.157100225891471
25271,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,11.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,171.28,,35416.286987060834,0.04692877556981022,108.11613748619195,0.48400304063787436,1.9360121625514974,11921.967947791474,0.006261854074296138,14.42779128259621,0.1555471736802202,1.3515582266235189
25332,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,185.07999999999998,,28549.950904778114,0.08224738947787985,68.90341188283887,0.951892774211891,3.807571096847564,6706.65977455441,0.005641883770159232,4.72800609208011,0.10871604492083488,4.124360167949969
25333,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,188.2,,27030.93415935516,0.08363787466005063,70.06830202503438,0.8123960022102505,3.249584008841002,6908.24235700464,0.006703321246836454,5.615761276100139,0.12019590423175022,3.472369825083049
25334,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,6045 plastic,6.0,4.5,6.0,Plastic,,200.2,,17253.56431589722,0.09258793260305793,77.56628503382115,0.7065260057356113,2.8261040229424452,4749.41872594195,0.008513608383194593,7.13234816834293,0.11866554676909746,2.7340224481119892
25335,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,197.0,,19908.312218500494,0.09015781612668435,75.53043541526036,0.6887428775033198,2.754971510013279,5555.010874086088,0.0085007274623742,7.121541950446133,0.12535052007996658,2.738171049989871
25336,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,184.92000000000002,,37789.128135745035,0.07378998504654832,61.818153270134175,0.962535454873312,3.850141819493248,8824.668602815445,0.005005077336948755,4.193044110119676,0.12071282197982708,4.650559232834649
25337,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,193.48000000000002,,20041.528411264615,0.09003587201880812,75.42827575823266,0.7755001708860394,3.1020006835441576,5250.18393791784,0.007553815006896613,6.328268694479282,0.11403924252972002,3.0814115110206375
25338,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,197.12,,28549.950904778114,0.08224738947787985,68.90341188283887,0.951892774211891,3.807571096847564,6706.65977455441,0.005641883770159232,4.72800609208011,0.10871604492083488,4.124360167949969
25339,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,196.2,,20527.174193737465,0.08959131914171033,75.05584801093752,0.6919964252216162,2.767985700886465,5713.351780178912,0.008408253272011456,7.044090364586493,0.1258348447263492,2.768277945160163
25340,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,KingKong 6040,6.0,4.0,3.38,Plastic,,189.72,,20041.528411264615,0.09003587201880812,75.42827575823266,0.7755001708860394,3.1020006835441576,5250.18393791784,0.007553815006896613,6.328268694479282,0.11403924252972002,3.0814115110206375
25341,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,203.32,,17253.56431589722,0.09258793260305793,77.56628503382115,0.7065260057356113,2.8261040229424452,4749.41872594195,0.008513608383194593,7.13234816834293,0.11866554676909746,2.7340224481119892
25342,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,191.0,,23968.304782004445,0.0864413597305864,72.41694418557941,0.7694478359276425,3.07779134371057,6305.08512147711,0.007308374914009794,6.122649888422773,0.12068429540523991,3.184895487307262
25343,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,182.6,,43478.03551312756,0.06858244436871848,57.45549423839911,0.7116948666842238,2.846779466736895,11921.960244129212,0.006261187355979541,5.245358730468939,0.1584620610528764,3.717572239002362
25344,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,195.07999999999998,,29680.80917147279,0.08837558577052614,41.646013342952294,1.0240103058335142,4.096041223334057,6706.645620983395,0.005640103811184471,2.6578362317256317,0.1360783399460684,7.336795159624788
25345,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,198.2,,28375.913019814063,0.09149918989390714,43.117977417017414,0.8900506094489061,3.5602024377956245,,,,,
25347,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,207.0,,21852.11596616765,0.1071155771783017,50.47702654690621,0.8205785141297304,3.2823140565189215,5555.010959264751,0.008500740704032197,4.0058797134586985,0.13673007995864692,4.867844617122463
25348,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,194.92000000000002,,36981.58553909856,0.07089929788301468,33.41050700609299,0.9242294587425223,3.696917834970089,8824.668750805127,0.0050051005352575425,2.3586091026592864,0.16389753333802565,8.267584475110406
25349,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,203.48000000000002,,21980.322940510992,0.10680868077749847,50.332405030444455,0.9225203829210427,3.6900815316841706,,,,,
25350,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,207.12,,29680.80917147279,0.08837558577052614,41.646013342952294,1.0240103058335142,4.096041223334057,6706.645620983395,0.005640103811184471,2.6578362317256317,0.1360783399460684,7.336795159624788
25351,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,206.2,,22445.696200222075,0.10569469010740234,49.80744929472975,0.8185688368317584,3.2742753473270336,5713.351691751474,0.008408242763456553,3.962291039452746,0.13852736784123637,4.921395174114533
25352,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,199.72,,21980.322940510992,0.10680868077749847,50.332405030444455,0.9225203829210427,3.6900815316841706,,,,,
25354,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,201.0,,25653.097034127895,0.09801695072491425,46.18939984869951,0.8742665351941586,3.4970661407766346,6305.0851202010645,0.007308374716423945,3.4439903773070237,0.1405132520973533,5.6620367259120306
25355,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,192.6,,40952.30222022803,0.06139436556612502,28.931413175151683,0.635959767016882,2.543839068067528,11921.960254082931,0.006261187250102631,2.950514181544864,0.21828214828862552,6.609017547507589
25428,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,197.88,,26063.04421098743,0.06948617289456442,21.829709272634005,0.8020052422964651,3.2080209691858603,6706.645623055022,0.0056401039738623255,1.7718909223513857,0.18457283778896835,11.005192110879234
25429,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,201.0,,25123.33103009078,0.07304708051794154,22.94841544036812,0.7079688829223573,2.831875531689429,6908.242357004288,0.006703321246746609,2.1059104784812943,0.1954325936695625,9.259652867135495
25432,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,197.72,,30944.8872447705,0.0509868501155616,16.017991375273223,0.6611106551713335,2.644442620685334,,,,,
25433,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,206.28,,20228.467461316544,0.09159568890019222,28.775633974623148,0.7891550240940881,3.1566200963763524,5250.184536201286,0.007553863440189395,2.3731306916766415,0.163144466603835,8.21699372411009
25436,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,202.51999999999998,,20228.467461316544,0.09159568890019222,28.775633974623148,0.7891550240940881,3.1566200963763524,5250.184536201286,0.007553863440189395,2.3731306916766415,0.163144466603835,8.21699372411009
25438,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,203.8,,23097.74758283214,0.08072282788532507,25.359824306152216,0.7177478989468001,2.8709915957872005,,,,,
25439,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,195.4,,33330.93956575817,0.04194513532125021,13.177452897906942,0.4318170663542617,1.7272682654170468,,,,,
25440,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,197.88,,26307.272065477355,0.07069561156021177,28.13226309635587,0.816192269343596,3.264769077374384,6706.645573771149,0.005640100037351975,2.2443920658727037,0.16171192624217115,8.6883215711323
25441,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,201.0,,25180.751339798528,0.07335624683771251,29.191023176881085,0.7110139496358447,2.844055798543379,6908.242357002414,0.006703321246385956,2.66748660579062,0.17330099760959516,7.310252264310946
25444,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,197.72,,32543.56449624628,0.055966633024545284,22.271085999768534,0.7267774449209374,2.9071097796837497,8824.668597975833,0.005005076915592421,1.9916956189826331,0.19459162049383635,9.790652655028024
25445,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,206.28,,19612.95323816234,0.08650636440944491,34.42391612954667,0.7446166579521776,2.9784666318087103,,,,,
25448,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,202.51999999999998,,19612.95323816234,0.08650636440944491,34.42391612954667,0.7446166579521776,2.9784666318087103,,,,,
25450,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,203.8,,22819.50456535957,0.07893307848738343,31.410240070150778,0.7015791933222815,2.806316773289126,6305.0851211667095,0.007308374864977616,2.9082586582424406,0.1671314426304529,6.705043220531324
25451,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,195.4,,35883.04882173623,0.048079383750015955,19.132472911902042,0.49606472853972555,1.9842589141589022,11921.96026710079,0.0062611883149366965,2.491546151296674,0.25912100590470266,7.826465502094604
25452,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,197.88,,25792.37059134543,0.06815708802348343,32.832010410446095,0.786418120207863,3.145672480831452,6706.645623385547,0.005640104009413659,2.71689944827534,0.14991204630969718,7.177299112920208
25453,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,201.0,,24574.151741377867,0.07012055229314766,33.77783249893022,0.6791545924771847,2.7166183699087387,6908.242346950471,0.006703320374798442,3.2290619023113334,0.16256278021632672,6.038905598570928
25456,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,197.72,,32816.05737223858,0.056836660634457505,27.378837443914144,0.7382601940411394,2.9530407761645576,8824.668616329927,0.005005079693916838,2.41100262724231,0.17523560517359069,8.08792150604331
25457,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,206.28,,18740.572306917627,0.07952282412921158,38.3070090784801,0.6835710757695134,2.7342843030780535,5250.184041933309,0.00755382771772662,3.638766611848756,0.14595939244997833,5.358958702243504
25460,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,202.51999999999998,,18740.572306917627,0.07952282412921158,38.3070090784801,0.6835710757695134,2.7342843030780535,5250.184041933309,0.00755382771772662,3.638766611848756,0.14595939244997833,5.358958702243504
25462,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,203.8,,22063.95945518747,0.07416635478892776,35.72673955342587,0.658545688980745,2.63418275592298,6305.086984419654,0.007308662415051928,3.520798746233912,0.15922261706182222,5.538515946376809
25463,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,195.4,,36809.30521128995,0.050400543304832325,24.278489742787304,0.5204113055779526,2.0816452223118103,,,,,
25512,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,198.28,,26856.21702071451,0.07344887454746112,28.45872817877154,0.8485046709151942,3.394018683660777,6706.64562321701,0.00564010401262409,2.1853321675065502,0.16160269929615134,8.92312861630064
25513,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,201.4,,25738.562727321463,0.07639078568702945,29.5986101710133,0.7409134234737608,2.963653693895043,6908.2423569405855,0.00670332124222991,2.5972895866711494,0.17266042360612918,7.5078266590181935
25516,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,198.12,,32974.30084822106,0.0573447365583229,22.21896904821921,0.7449671741768233,2.9798686967072934,8824.668598483351,0.005005076939919122,1.9392825950228934,0.19587536857018442,10.055264792272217
25517,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,206.68,,20164.71663899615,0.09106237062560846,35.28330786435885,0.7844858478798922,3.1379433915195687,5250.183941636164,0.007553815696115692,2.926824801455793,0.14828224359867734,6.662510168118284
25520,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,,202.92000000000002,,20164.71663899615,0.09106237062560846,35.28330786435885,0.7844858478798922,3.1379433915195687,5250.183941636164,0.007553815696115692,2.926824801455793,0.14828224359867734,6.662510168118284
25522,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,204.2,,23384.566420714797,0.08258702006634251,31.99942231441632,0.7345953059920625,2.93838122396825,,,,,
25523,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,195.8,,36197.27054604304,0.04886117369685677,18.931901533867368,0.5042628171906947,2.0170512687627786,11921.960233694372,0.006261185450886599,2.4259769404637455,0.261151034036138,8.037998908708676
