,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
33382,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,205.6,74.0,26638.956990912764,0.105099197823284,45.12444526324058,0.938498085424517,3.753992341698068,6305.085120922414,0.007308374829769024,3.137857995989655,0.16737722115678538,7.409513123192542
31414,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,197.6,74.0,26638.956990912764,0.105099197823284,45.12444526324058,0.938498085424517,3.753992341698068,6305.085120922414,0.007308374829769024,3.137857995989655,0.16737722115678538,7.409513123192542
32398,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,205.6,74.0,26638.956990912764,0.105099197823284,45.12444526324058,0.938498085424517,3.753992341698068,6305.085120922414,0.007308374829769024,3.137857995989655,0.16737722115678538,7.409513123192542
29446,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,171.6,66.0,19621.381912486613,0.05969559616971537,25.63036367172021,0.5281930163092113,2.1127720652368454,6305.085121187715,0.007308374868157898,3.137858028710001,0.251065832194932,7.409513045929061
32416,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,179.12,78.0,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,7.393204422656158
30448,32,32,32,32,32,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,185.12,78.0,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,7.393204422656158
31432,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,171.12,78.0,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,7.393204422656158
33400,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,179.12,78.0,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,7.393204422656158
29488,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,137.52,70.0,23113.48656307064,0.0297180160936786,18.672380207832777,0.38197424772773636,1.5278969909109454,8824.668598279854,0.005005076910031887,3.1447825491003916,0.2794982140597767,7.393197983323516
38301,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,181.98000000000002,70.0,15955.31920773491,0.08011313486513136,34.39665421392892,0.6098995203873341,2.4395980815493363,4749.418697581258,0.00851360317785554,3.655324006821454,0.20692403418701374,7.3864861089231555
38294,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,178.86,66.0,15955.31920773491,0.08011313486513136,34.39665421392892,0.6098995203873341,2.4395980815493363,4749.418697581258,0.00851360317785554,3.655324006821454,0.20692403418701374,7.3864861089231555
23467,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,208.0,99.0,20600.63703250993,0.09018538711224389,28.332574961297702,0.6966596191463381,2.7866384765853525,5713.351690372678,0.008408242676898497,2.6415273064284652,0.17865393305794097,7.382092909864862
18547,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,169.0,90.0,16864.44426737498,0.06228095088902947,19.566137776934543,0.478225181219526,1.912900724878104,5713.351691970958,0.00840824277363555,2.6415273658430936,0.2382052456239992,7.3820927438229305
19531,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,169.0,90.0,16864.44426737498,0.06228095088902947,19.566137776934543,0.478225181219526,1.912900724878104,5713.351691970958,0.00840824277363555,2.6415273658430936,0.2382052456239992,7.3820927438229305
20515,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,173.0,90.0,16864.44426737498,0.06228095088902947,19.566137776934543,0.478225181219526,1.912900724878104,5713.351691970958,0.00840824277363555,2.6415273658430936,0.2382052456239992,7.3820927438229305
22483,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,179.0,90.0,16864.44426737498,0.06228095088902947,19.566137776934543,0.478225181219526,1.912900724878104,5713.351691970958,0.00840824277363555,2.6415273658430936,0.2382052456239992,7.3820927438229305
21499,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,176.0,90.0,16864.44426737498,0.06228095088902947,19.566137776934543,0.478225181219526,1.912900724878104,5713.351691970958,0.00840824277363555,2.6415273658430936,0.2382052456239992,7.3820927438229305
17563,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,142.0,82.0,12606.418104578584,0.036353951919362686,11.420930827882637,0.2767180091148898,1.1068720364595592,5713.351692126776,0.0084082427956027,2.6415273795121745,0.3573078689602279,7.382092705622901
64695,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,191.0,62.0,13193.035037688422,0.042114086796635454,35.28141484839845,0.3177755166340135,1.271102066536054,5555.010957238089,0.008500740446631473,7.121563508565301,0.2507015164257981,7.371976664514302
9748,9,9,9,9,9,850,14.8,4S1P,45,29.0,60.0,31.0,99.0,27.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,162.51999999999998,87.0,36914.07464022932,0.07066003994928498,24.418356592487054,0.9210600590261702,3.6842402361046807,8824.668596410333,0.005005076888340365,1.7296303876909875,0.19798157407368064,7.371517111826952
6535,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,195.0,114.0,12769.357777131529,0.03722800154695658,7.212238330344476,0.28348027126796477,1.133921085071859,5713.351692132377,0.008408242795981763,1.628941884176429,0.4325263786448136,7.366745318889653
64701,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,197.32,66.0,11493.703111383069,0.043669629791600224,36.58458350354059,0.3292006694855314,1.3168026779421256,4749.418685170632,0.008513601349156978,7.132336495970744,0.23733083574183458,7.360841714304803
64694,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,6045 plastic,6.0,4.5,6.0,Plastic,1,194.2,62.0,11493.703111383069,0.043669629791600224,36.58458350354059,0.3292006694855314,1.3168026779421256,4749.418685170632,0.008513601349156978,7.132336495970744,0.23733083574183458,7.360841714304803
33409,35,35,35,35,35,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,174.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,7.360237319510841
30457,32,32,32,32,32,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,180.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,7.360237319510841
32425,34,34,34,34,34,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,174.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,7.360237319510841
31441,33,33,33,33,33,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,166.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,7.360237319510841
29473,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,140.8,66.0,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,7.360236896341505
29281,31,31,31,31,31,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,145.2,70.0,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,7.3602368963338245
41968,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,185.52,86.0,29696.764867766375,0.04724769422200071,34.63436878227534,0.6118714649099023,2.447485859639609,8824.66858920879,0.0050050761232491615,3.6689118274437034,0.17901905253598147,7.35913024620494
39016,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,182.52,86.0,29696.764867766375,0.04724769422200071,34.63436878227534,0.6118714649099023,2.447485859639609,8824.66858920879,0.0050050761232491615,3.6689118274437034,0.17901905253598147,7.35913024620494
42952,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,186.52,86.0,29696.764867766375,0.04724769422200071,34.63436878227534,0.6118714649099023,2.447485859639609,8824.66858920879,0.0050050761232491615,3.6689118274437034,0.17901905253598147,7.35913024620494
40000,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,182.52,86.0,29696.764867766375,0.04724769422200071,34.63436878227534,0.6118714649099023,2.447485859639609,8824.66858920879,0.0050050761232491615,3.6689118274437034,0.17901905253598147,7.35913024620494
40984,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,184.52,86.0,29696.764867766375,0.04724769422200071,34.63436878227534,0.6118714649099023,2.447485859639609,8824.66858920879,0.0050050761232491615,3.6689118274437034,0.17901905253598147,7.35913024620494
38032,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,126.58000000000001,78.0,22669.9319718586,0.028671578968966525,21.017365099669117,0.3683099265349265,1.473239706139706,8824.668591404006,0.0050050763169372445,3.6689121097167945,0.2685285863990604,7.3591296800195485
2560,2,2,2,2,2,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,18.0,TMOTOR P2207 V2.0,4.0,28.1,31.0,,1750,33.9,,0.0612,22.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,189.32,114.0,19018.373583708086,0.020717600366419488,3.7966985648171274,0.26473597371705937,1.0589438948682375,8824.668598510521,0.005005076943922722,0.917228255864891,0.4593515441294031,7.35912784722834
3544,3,3,3,3,3,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,18.0,TMOTOR P2207 V2.0,4.0,28.1,31.0,,1750,33.9,,0.0612,22.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,201.32,114.0,19018.373583708086,0.020717600366419488,3.7966985648171274,0.26473597371705937,1.0589438948682375,8824.668598510521,0.005005076943922722,0.917228255864891,0.4593515441294031,7.35912784722834
2644,2,2,2,2,2,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,18.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,194.12,82.0,19032.453791830143,0.020745985008679035,3.801900321257456,0.26510456745644606,1.0604182698257842,8824.668598517614,0.005005076943953406,0.9172282558747759,0.4591697511421717,7.359127847149031
3628,3,3,3,3,3,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,18.0,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,206.12,82.0,19032.453791830143,0.020745985008679035,3.801900321257456,0.26510456745644606,1.0604182698257842,8824.668598517614,0.005005076943953406,0.9172282558747759,0.4591697511421717,7.359127847149031
13678,14,14,14,14,14,1050,11.1,3S1P,45,25.0,75.0,20.0,85.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,154.6,74.0,21041.097264773067,0.06793116469141781,19.91845780798995,0.6023231916886569,2.4092927667546276,6305.085121148219,0.0073083748665443826,2.1429274333195916,0.2376164912336327,7.349758911622034
14662,15,15,15,15,15,1050,11.1,3S1P,75,19.0,71.0,36.0,98.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,167.6,74.0,21041.097264773067,0.06793116469141781,19.91845780798995,0.6023231916886569,2.4092927667546276,6305.085121148219,0.0073083748665443826,2.1429274333195916,0.2376164912336327,7.349758911622034
16630,17,17,17,17,17,1050,14.8,4S1P,75,26.0,71.0,36.0,125.0,27.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,194.6,83.0,26286.45952583653,0.10254085339315099,30.066548559848158,0.9152871466371879,3.6611485865487516,6305.085121376765,0.007308374895772412,2.1429274503161166,0.17821236863745163,7.349758853327778
15646,16,16,16,16,16,1050,14.8,4S1P,45,31.0,75.0,25.0,120.0,27.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,189.6,83.0,26286.45952583653,0.10254085339315099,30.066548559848158,0.9152871466371879,3.6611485865487516,6305.085121376765,0.007308374895772412,2.1429274503161166,0.17821236863745163,7.349758853327778
19440,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,155.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
19446,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,167.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
18456,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,155.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
18462,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,167.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
20430,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,171.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
21408,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,162.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
21414,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,174.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
22398,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,177.12,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
22392,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,165.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
20424,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,159.07999999999998,78.0,24350.896950084214,0.06127804157345361,28.876596785014986,0.7058266833530491,2.8233067334121964,6706.6440980035995,0.005639983080156547,2.6577235619896227,0.18143575647061794,7.337106190758954
23574,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,201.72,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
23568,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,189.68,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
26520,27,27,27,27,27,1300,14.8,4S1P,95,32.0,72.0,36.0,172.6,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,208.28,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
25536,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,195.68,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
24552,25,25,25,25,25,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,190.68,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
25542,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,207.72,83.0,25166.55438897621,0.06512926102072882,30.691441193350958,0.7509285391808928,3.003714156723571,6706.645512126736,0.005640092918032878,2.6578260449807374,0.15457523532808778,7.336823279621871
