,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
32325,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,203.12,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
34286,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,194.0,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
33302,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,186.0,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
33309,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,189.12,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
35277,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,197.12,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
35270,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,194.0,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
34293,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,197.12,,14831.262091122604,0.06998549835396456,21.986592748663565,0.5316316192297705,2.126526476919082,4749.418697416093,0.008513603164796402,2.6746273140312553,0.2100932624985692,8.692799882072954
31341,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,163.12,,11205.229990409858,0.041663618932971345,13.089011916178741,0.313839074159593,1.255356296638372,4749.418697472326,0.008513603169152993,2.674627316709996,0.31513989385174423,8.692799873366786
31334,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,160.0,,11205.229990409858,0.041663618932971345,13.089011916178741,0.313839074159593,1.255356296638372,4749.418697472326,0.008513603169152993,2.674627316709996,0.31513989385174423,8.692799873366786
25440,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,197.88,,26307.272065477355,0.07069561156021177,28.13226309635587,0.816192269343596,3.264769077374384,6706.645573771149,0.005640100037351975,2.2443920658727037,0.16171192624217115,8.6883215711323
24456,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,196.88,,26307.272065477355,0.07069561156021177,28.13226309635587,0.816192269343596,3.264769077374384,6706.645573771149,0.005640100037351975,2.2443920658727037,0.16171192624217115,8.6883215711323
26424,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,202.88,,26307.272065477355,0.07069561156021177,28.13226309635587,0.816192269343596,3.264769077374384,6706.645573771149,0.005640100037351975,2.2443920658727037,0.16171192624217115,8.6883215711323
19542,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,169.92000000000002,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
23472,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,167.88,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
23478,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,179.92000000000002,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
21510,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,173.92000000000002,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
21504,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,161.88,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
20520,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,157.88,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
20526,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,169.92000000000002,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
22494,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,176.92000000000002,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
22488,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,164.88,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
19536,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,157.88,,21526.27417066749,0.04878031301048914,19.41139645613957,0.5597980910877998,2.239192364351199,6706.64562288003,0.005640103951889012,2.2443951509321747,0.2156159806418186,8.688309628498786
18552,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,130.88,,16079.898490407302,0.028436510742677116,11.315884877436744,0.32349126017515634,1.2939650407006253,6706.645639376578,0.005640105279656082,2.244396197449223,0.32342401114731717,8.688305577313814
18558,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,142.92000000000002,,16079.898490407302,0.028436510742677116,11.315884877436744,0.32349126017515634,1.2939650407006253,6706.645639376578,0.005640105279656082,2.244396197449223,0.32342401114731717,8.688305577313814
8752,850,11.1,3S1P,45,22.2,60.0,30.4,76.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,139.51999999999998,,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,8.687859268369069
9736,850,14.8,4S1P,45,29.0,60.0,31.0,99.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,162.51999999999998,,32968.37997841318,0.057325688879145666,16.80876988410085,0.7447157132060239,2.9788628528240957,8824.668598740696,0.005005076974725605,1.4675652273767634,0.23079926335276515,8.687859157572376
29442,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,206.72,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,8.672008768554862
28458,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,188.72,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,8.672008768554862
28452,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,176.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,8.672008768554862
29436,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,194.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,8.672008768554862
6584,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,,203.92000000000002,,12263.361884833448,0.03628868078114723,6.650248088780172,0.3079908853502394,1.2319635414009575,5250.183941624886,0.007553815694108842,1.38430902698553,0.4164566678502812,8.668584662870536
6581,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,TMOTOR V2207 V2.0,4.0,27.5,31.35,,1750,35.1,,0.059,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,207.68,,12263.361884833448,0.03628868078114723,6.650248088780172,0.3079908853502394,1.2319635414009575,5250.183941624886,0.007553815694108842,1.38430902698553,0.4164566678502812,8.668584662870536
28475,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,153.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,8.656296855904538
29459,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,171.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,8.656296855904538
41254,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,169.66,,19621.381912486613,0.05969559616971537,25.63036367172021,0.5281930163092113,2.1127720652368454,6305.085121187715,0.007308374868157898,3.137858028710001,0.251065832194932,8.604595795272457
45208,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,202.12,,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,8.585656748891022
43240,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,199.12,,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,8.585656748891022
44224,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,201.12,,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,8.585656748891022
46192,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,203.12,,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,8.585656748891022
42256,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,199.12,,36032.34154301891,0.06756936030796275,42.45508119025151,0.8801341833739749,3.5205367334958995,8824.668581649039,0.005005074721646122,3.144779810057919,0.16650015082418532,8.585656748891022
41296,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,135.58,,23113.48656307064,0.0297180160936786,18.672380207832777,0.38197424772773636,1.5278969909109454,8824.668598279854,0.005005076910031887,3.1447825491003916,0.2794982140597767,8.58564927095634
10672,900,11.1,3S1P,45,19.5,52.0,33.5,80.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,122.72,,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,8.58564915808157
16631,1050,14.8,4S1P,45,31.0,75.0,25.0,120.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,181.2,,34745.784012582146,0.045298365838535075,13.282174578210032,0.4669198899147976,1.8676795596591904,11921.960274807072,0.00626118896494837,1.8358764904731226,0.31002031916036493,8.57900849089313
17615,1050,14.8,4S1P,75,26.0,71.0,36.0,125.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,186.2,,34745.784012582146,0.045298365838535075,13.282174578210032,0.4669198899147976,1.8676795596591904,11921.960274807072,0.00626118896494837,1.8358764904731226,0.31002031916036493,8.57900849089313
68638,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,30.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,185.0,,15753.803183297548,0.03976999797884968,33.31763559563072,0.3495792164483721,1.3983168657934884,6305.081469494774,0.0073079525610275035,6.1219487898872025,0.24135308600519734,8.575700614602383
35292,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,178.88,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
35298,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,190.92000000000002,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
32346,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,196.92000000000002,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
33330,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,182.92000000000002,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
33324,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,170.88,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
34308,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,178.88,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
32340,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,184.88,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
34314,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,190.92000000000002,,21322.488886467792,0.047929434468358324,23.088129746531216,0.5498765362588323,2.199506145035329,6706.645339754693,0.005640076083179451,2.7168727560997947,0.1998820495419353,8.557633016783798
31362,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,156.92000000000002,,16184.281341812526,0.028778955106440084,13.86313560418282,0.3274504345132422,1.3098017380529687,6706.645420822961,0.0056400840651439944,2.7168803853417725,0.299823365368484,8.557608986188491
31356,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,144.88,,16184.281341812526,0.028778955106440084,13.86313560418282,0.3274504345132422,1.3098017380529687,6706.645420822961,0.0056400840651439944,2.7168803853417725,0.299823365368484,8.557608986188491
42265,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,194.8,,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,8.547372371044847
44233,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,196.8,,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,8.547372371044847
46201,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,198.8,,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,8.547372371044847
43249,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,194.8,,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,8.547372371044847
45217,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,197.8,,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,8.547372371044847
41281,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,138.86,,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,8.547371879622393
41089,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,143.26,,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,8.547371879613474
5947,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,DYS D2225-15,3.175,22.0,25.0,,1600,32.0,,0.203,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,198.0,,10443.381715420966,0.025663335545330353,4.29993314217683,0.19424344936104976,0.776973797444199,5713.351692084433,0.008408242792240825,1.4088146012992349,0.5211938069752045,8.517799282413298
29419,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,205.8,,19284.585236868774,0.07981711587463662,23.40360072049847,0.6153474208787686,2.4613896835150744,5713.351692133349,0.008408242796027733,2.465425554455372,0.2238071483776981,8.517799274875706
28435,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,187.8,,19284.585236868774,0.07981711587463662,23.40360072049847,0.6153474208787686,2.4613896835150744,5713.351692133349,0.008408242796027733,2.465425554455372,0.2238071483776981,8.517799274875706
68539,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,30.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,,186.8,,12954.713720491873,0.03823388575883426,28.026902077567193,0.2912656820260882,1.1650627281043529,5713.351693684793,0.008408242977339043,6.163564148858354,0.27521335142861914,8.51779891180727
