,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
32321,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,193.28,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
32324,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,189.51999999999998,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
33308,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,175.51999999999998,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
35273,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,187.28,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
35276,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,183.51999999999998,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
34292,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,,183.51999999999998,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
34289,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,187.28,,16576.402495778326,0.0633724573589563,19.909044647882933,0.5427422789112826,2.1709691156451303,5250.183941258154,0.007553815664658776,2.373101170920696,0.21752519293788464,9.797306699309267
18556,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,130.72,,19195.96838732723,0.021076925358110555,8.387247756271401,0.2694026510957374,1.0776106043829496,8824.66858618846,0.005005076290585999,1.9916951264803644,0.3891832219332706,9.790655076040448
22492,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,164.72,,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,9.790654941978573
21508,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,161.72,,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,9.790654941978573
19540,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,157.72,,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,9.790654941978573
23476,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,167.72,,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,9.790654941978573
20524,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,157.72,,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,9.790654941978573
25444,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,197.72,,32543.56449624628,0.055966633024545284,22.271085999768534,0.7267774449209374,2.9071097796837497,8824.668597975833,0.005005076915592421,1.9916956189826331,0.19459162049383635,9.790652655028024
26428,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,202.72,,32543.56449624628,0.055966633024545284,22.271085999768534,0.7267774449209374,2.9071097796837497,8824.668597975833,0.005005076915592421,1.9916956189826331,0.19459162049383635,9.790652655028024
24460,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,196.72,,32543.56449624628,0.055966633024545284,22.271085999768534,0.7267774449209374,2.9071097796837497,8824.668597975833,0.005005076915592421,1.9916956189826331,0.19459162049383635,9.790652655028024
52995,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,184.8,,12346.806904041905,0.03725338815143481,14.824429601464375,0.2805402122357578,1.1221608489430313,5555.010958318179,0.00850074062020892,3.3827428034968325,0.3255422937851639,9.755397296503597
52011,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,188.8,,12346.806904041905,0.03725338815143481,14.824429601464375,0.2805402122357578,1.1221608489430313,5555.010958318179,0.00850074062020892,3.3827428034968325,0.3255422937851639,9.755397296503597
51027,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,,190.39999999999998,,12346.806904041905,0.03725338815143481,14.824429601464375,0.2805402122357578,1.1221608489430313,5555.010958318179,0.00850074062020892,3.3827428034968325,0.3255422937851639,9.755397296503597
51033,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,196.72,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
52010,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,192.0,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
52994,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,188.0,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
52017,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,195.12,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
53001,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,,191.12,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
51026,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,,193.6,,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,9.740658614017088
35296,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,178.72,,26805.64758939663,0.03909195327168267,18.831018952331807,0.5046990265565791,2.0187961062263162,8824.668581902733,0.005005074460168584,2.4109976023363644,0.23364734613615282,9.643311124602409
32344,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,184.72,,26805.64758939663,0.03909195327168267,18.831018952331807,0.5046990265565791,2.0187961062263162,8824.668581902733,0.005005074460168584,2.4109976023363644,0.23364734613615282,9.643311124602409
34312,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,178.72,,26805.64758939663,0.03909195327168267,18.831018952331807,0.5046990265565791,2.0187961062263162,8824.668581902733,0.005005074460168584,2.4109976023363644,0.23364734613615282,9.643311124602409
33328,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,170.72,,26805.64758939663,0.03909195327168267,18.831018952331807,0.5046990265565791,2.0187961062263162,8824.668581902733,0.005005074460168584,2.4109976023363644,0.23364734613615282,9.643311124602409
31360,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,144.72,,19970.33270943966,0.02267678669610148,10.923654728695915,0.2901959725553965,1.160783890221586,8824.66859656428,0.005005076674104681,2.410999727880006,0.3504711000609209,9.643302623034199
31404,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,165.68,,21557.643325752168,0.04891190386333909,21.00037463952136,0.5613327136399988,2.2453308545599953,6706.645622976737,0.005640103969275064,2.421584256660095,0.2544282188237307,9.601152607453328
31410,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,177.72,,21557.643325752168,0.04891190386333909,21.00037463952136,0.5613327136399988,2.2453308545599953,6706.645622976737,0.005640103969275064,2.421584256660095,0.2544282188237307,9.601152607453328
34356,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,199.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,9.601152565185739
33372,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,191.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,9.601152565185739
35340,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,199.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,9.601152565185739
32388,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,205.68,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,9.601152565185739
33378,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,203.72,,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,9.601152565185739
33395,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,168.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,9.58375723332288
35363,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,176.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,9.58375723332288
32411,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,182.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,9.58375723332288
34379,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,176.8,,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,9.58375723332288
31427,1550,7.4,2S1P,25,17.0,90.0,30.0,102.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,,142.8,,20749.40972794524,0.017453167315322555,6.7624582070930765,0.17714022850446787,0.7085609140178715,11921.96027495537,0.006261188969107847,2.4259796512926575,0.5223021666562411,9.583757220556851
50938,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,181.6,,16067.918771910827,0.0412494214282602,19.438331898577747,0.3627981998456059,1.4511927993824236,6305.085121158605,0.007308374863991963,3.443990515418974,0.2810265079002265,9.581907921133002
52906,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,176.0,,16067.918771910827,0.0412494214282602,19.438331898577747,0.3627981998456059,1.4511927993824236,6305.085121158605,0.007308374863991963,3.443990515418974,0.2810265079002265,9.581907921133002
51922,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,180.0,,16067.918771910827,0.0412494214282602,19.438331898577747,0.3627981998456059,1.4511927993824236,6305.085121158605,0.007308374863991963,3.443990515418974,0.2810265079002265,9.581907921133002
52114,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,175.6,,13716.78164019181,0.03078287413056895,14.506087673931994,0.2694605592459995,1.077842236983998,6305.085121182823,0.0073083748674568905,3.443990518660115,0.3289631327739933,9.581907912115465
53098,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,171.6,,13716.78164019181,0.03078287413056895,14.506087673931994,0.2694605592459995,1.077842236983998,6305.085121182823,0.0073083748674568905,3.443990518660115,0.3289631327739933,9.581907912115465
51130,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,177.2,,13716.78164019181,0.03078287413056895,14.506087673931994,0.2694605592459995,1.077842236983998,6305.085121182823,0.0073083748674568905,3.443990518660115,0.3289631327739933,9.581907912115465
11656,1000,7.4,2S1P,25,14.0,70.0,36.0,70.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,112.72,,17508.523924942765,0.017777895422445778,5.585090565544327,0.22660847076179103,0.9064338830471641,8824.667392856747,0.005005031503964517,1.5723631424268516,0.45700236182410925,9.539780980142009
12640,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,,138.72,,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,9.539610175646187
41266,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,149.26,,14469.876288295867,0.03398227608052593,13.166877829376984,0.29794416302037113,1.1917766520814845,6305.085034064781,0.007308368346909506,2.8317205570056303,0.3316868897081377,9.534839139830533
44218,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,207.2,,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,9.534822368061429
43234,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,205.2,,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,9.534822368061429
42250,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,205.2,,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,9.534822368061429
45202,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,,208.2,,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,9.534822368061429
17604,1050,14.8,4S1P,75,26.0,71.0,36.0,125.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,188.68,,28960.28580958503,0.08444762790765256,24.761337679394764,0.9777758095005972,3.9111032380023887,6706.645622983733,0.005640103969556924,1.6537648583689937,0.18195326041509907,9.523723956459719
16626,1050,14.8,4S1P,45,31.0,75.0,25.0,120.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,195.72,,28960.28580958503,0.08444762790765256,24.761337679394764,0.9777758095005972,3.9111032380023887,6706.645622983733,0.005640103969556924,1.6537648583689937,0.18195326041509907,9.523723956459719
17610,1050,14.8,4S1P,75,26.0,71.0,36.0,125.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,,200.72,,28960.28580958503,0.08444762790765256,24.761337679394764,0.9777758095005972,3.9111032380023887,6706.645622983733,0.005640103969556924,1.6537648583689937,0.18195326041509907,9.523723956459719
16620,1050,14.8,4S1P,45,31.0,75.0,25.0,120.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1.5,183.68,,28960.28580958503,0.08444762790765256,24.761337679394764,0.9777758095005972,3.9111032380023887,6706.645622983733,0.005640103969556924,1.6537648583689937,0.18195326041509907,9.523723956459719
6661,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,,197.2,,12744.508402852962,0.02081170924700454,3.922914772645115,0.1976407076230065,0.790562830492026,6908.2423570012215,0.006703321246301062,1.2635462869218503,0.5325528976946439,9.497079864983366
28433,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,185.07999999999998,,19011.656879515973,0.08166396524959112,23.945125239055606,0.7022786411372205,2.809114564548882,5250.183941470066,0.00755381568547223,2.2148944382329008,0.20484204434811631,9.48126449617813
29417,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,,203.07999999999998,,19011.656879515973,0.08166396524959112,23.945125239055606,0.7022786411372205,2.809114564548882,5250.183941470066,0.00755381568547223,2.2148944382329008,0.20484204434811631,9.48126449617813
29420,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,,199.32,,19011.656879515973,0.08166396524959112,23.945125239055606,0.7022786411372205,2.809114564548882,5250.183941470066,0.00755381568547223,2.2148944382329008,0.20484204434811631,9.48126449617813
28436,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,,181.32,,19011.656879515973,0.08166396524959112,23.945125239055606,0.7022786411372205,2.809114564548882,5250.183941470066,0.00755381568547223,2.2148944382329008,0.20484204434811631,9.48126449617813
6176,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,KingKong 6040,6.0,4.0,3.38,Plastic,,151.51999999999998,,10029.36282691621,0.025014921615505194,4.19128975250877,0.21103078069966055,0.8441231227986422,5250.183941589462,0.007553815690160112,1.2656539662221937,0.4896069641045139,9.481264484808893
6173,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,DALPROP 6040,6.0,4.0,4.32,Nylon,,155.28,,10029.36282691621,0.025014921615505194,4.19128975250877,0.21103078069966055,0.8441231227986422,5250.183941589462,0.007553815690160112,1.2656539662221937,0.4896069641045139,9.481264484808893
7160,800,11.1,3S1P,40,23.0,52.0,30.0,72.0,,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,KingKong 6040,6.0,4.0,3.38,Plastic,,173.51999999999998,,14279.20567678724,0.0480890297244374,8.057394266696198,0.410011023770425,1.6400440950817,5250.183941773442,0.007553815713666876,1.2656539740173354,0.3264046429363137,9.481264426413944
