"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.6847965000005","1000","0","0.0007774356422005577","-0.000016429198284113","14.741781949997","0.0084990774758626","0.125291546925297","0","0","",""
"24.374154750001","1850","24283.00000000002","0.9167543955747681","0.14403900864816","14.70312746048","39.338470535278","578.398546380529","366.278208628401","63.3262671423496","2.502890900902164","1.584987378186863"
"32.601105150001","1774","22120.000000000247","0.7654099166981385","0.11830309732405","14.711470603943","31.246450996399","459.681245311069","274.037410962583","59.614659888319","2.793085491537671","1.6650884161701707"
"40.864529900001","1698","20412.999999999858","0.6522167865841649","0.10115001132729","14.716813983917","25.402352981567","373.841703583521","216.222751354924","57.838049977379505","3.0164114668653417","1.74463357172898"
"49.09637335","1623","19133.000000000473","0.5744863200212815","0.08945089124629","14.720561285019","21.821920547485","321.230918776068","179.224080736125","55.7929110370171","3.2054080995238032","1.788390489340652"
"57.446595900001","1547","17733.99999999956","0.49426238486320007","0.078142209678291","14.724455337524","17.954828853607","264.375075547824","145.117908321854","54.8909189041929","3.4059365282952183","1.8695498576748126"
"65.927631050001","1471","16227.99999999963","0.41340916834777425","0.066653552475631","14.72851937294","13.853200616837","204.037133662308","113.270526251681","55.514662560957696","3.649750575266182","2.026146716175636"
"74.548967200001","1395","14332.000000000346","0.3239233519513596","0.052659853609525","14.732289876938","9.878011264801","145.525725360707","79.0342006003502","54.309435946429495","4.098521266626494","2.2258837820493036"
"83.175733400001","1320","11967.000000000302","0.22688332940047826","0.037772146941723","14.736119327545","5.9524112558365","87.7154425526287","47.335348567697","53.96466937882241","4.793105707798892","2.586583648191136"
"91.499113500001","1244","8739.000000000031","0.12063551036413048","0.021007718183842","14.739425067902","2.5106811904907","37.0059972766287","19.225128004412","51.9513846923232","6.274887238017122","3.2598908080317646"
"99.87289995","1168","4157.000000000042","0.02748698266008372","0.0067404404122879","14.741356067657","0.43627174645662","6.43123715677561","2.93424866878545","45.6249489368322","9.367639134504975","4.273980571704609"
