"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.25555295","1000","0","-0.0001930562074372696","0.00003942656684578","16.802469673157","0.048803353197873","0.820016862055631","0","0","",""
"17.12312445","1968","35025.99999999997","0.45356525612018384","0.044539647919917","15.538595113754","18.274439907074","283.959122646651","163.36760452174","57.5320852519429","2.7763475962569077","1.5972906659687967"
"21.0476613","1927","33948.999999999716","0.42442170799013934","0.042069562378586","15.487648124695","16.767759971619","259.693166279781","149.562803961625","57.5921215425797","2.837749070945726","1.634319894012492"
"24.84822615","1886","32686.00000000001","0.3943811979763222","0.039654578196216","15.505921134949","15.017498807907","232.860152159597","135.7324627332","58.2892613761467","2.9055775607013814","1.693639698843897"
"28.7342624","1846","31585.00000000044","0.36641457086533125","0.037574379003268","15.545031661987","13.481383647919","209.568535654295","124.28001897214","59.302804490247","2.9482983177486606","1.7484235871637308"
"32.61649945","1805","30341.00000000003","0.3353646299515329","0.034587777453635","15.602304430008","11.963594408035","186.659642031303","109.89581759485","58.8749750074096","3.0516596290125686","1.7966638438923592"
"36.6535946","1764","29175.00000000025","0.3103024924763094","0.031980047547159","15.653618001938","10.756226596832","168.373862289094","97.7054046686286","58.0288432778663","3.1758989538880864","1.8429374266151133"
"40.59999465","1723","28162.000000000397","0.288546547369122","0.029585165314386","15.69833855629","9.715163936615","152.511932606841","87.2501359783589","57.2087275316876","3.307118597966329","1.8919604678603297"
"44.41182995","1682","27068.000000000473","0.2619857050816844","0.02649173123801","15.753586912155","8.4837718009949","133.649836409863","75.092251531728","56.1858162709928","3.4888513759770565","1.9602396240744702"
"48.4582287","1641","25953.999999999527","0.23869359228728468","0.024144797237728","15.808963356018","7.4018493890762","117.01556575867","65.6230604941745","56.080624888413496","3.6373431913995202","2.0398447910730173"
"52.5627492","1601","24684.99999999999","0.21617254814031298","0.021997077608262","15.858982992172","6.4278260040283","101.938783274526","56.8626030092808","55.781127832522","3.8016646565587338","2.1206114218388343"
"56.68000915","1560","23423.00000000009","0.19356359003404833","0.019688496383981","15.910351810455","5.5034179162979","87.5613152082608","48.2929445820725","55.15328826115719","4.008113228736593","2.2106062428786695"
"60.82648385","1519","22300.99999999969","0.1723216430525511","0.017703713479673","15.954618463516","4.7067289876938","75.0940652098255","41.3444603772292","55.0568946583273","4.167949986050823","2.2947438332317667"
"65.00203385","1478","21038.999999999793","0.15427508474969537","0.015826101940071","15.995687398911","3.9668996763229","63.4532871653023","34.8680508281897","54.950739963013795","4.4245399752878924","2.4313174563800484"
"69.18914635","1437","19594.999999999683","0.1350674408267859","0.013883722917282","16.038027935028","3.2586873030663","52.2629179980984","28.4891717550001","54.51125357378","4.741009741818145","2.5843838423200993"
"73.3609486","1396","18257.99999999954","0.11407864920210266","0.011610186086466","16.077094688416","2.6130744385719","42.0106451767999","22.1983656773487","52.83985900223121","5.139056219733732","2.7154700605526965"
"77.55090045","1356","16746.999999999596","0.0952900853590176","0.0097435755794292","16.114803886414","2.059851244688","33.1940988433329","17.0877151806379","51.4781716511941","5.576525846298665","2.870693547330832"
"81.73843735","1315","14984.999999999985","0.07649462126803955","0.0080581709208613","16.14826084137","1.5610773932934","25.2086849404678","12.6450875378912","50.1616310718053","6.049354821690425","3.034455047880816"
"85.9017429","1274","13251.999999999704","0.06029465862498407","0.0063455844754469","16.176982727051","1.1688328766823","18.9081892568989","8.80606070987338","46.5727341218587","6.846950141665676","3.1888118849341827"
"90.02158675","1233","11361.000000000435","0.044335372832188365","0.00467968424547","16.202807178497","0.83193551659584","13.4796907603457","5.56751926560113","41.3030192204376","7.963218574943086","3.2890496985741926"
"94.231946","1192","9484.999999999973","0.030612125209430338","0.0031204115925217","16.226418113708","0.55693243682384","9.03701858098989","3.09940147842586","34.2967257469815","9.87678602546766","3.3874142157708294"
