"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.1830740999996","1000","0","-0.00004892309252580851","-0.000029645279900645","12.600981779099","0.047839194126427","0.602820813513886","0","0","",""
"19.5478167","1962","31373.000000000135","0.36524039933826535","0.035354675113285","11.314118719101","17.150212993622","194.039545867708","116.153290705383","59.860627990014905","3.1444688060080868","1.8822987742265607"
"24.4511414","1923","30355.000000000266","0.34332463086801307","0.033672323399751","11.308583068848","15.739854154587","177.995448198699","107.036509720518","60.1344083816298","3.2075469553749856","1.9288393851777215"
"29.36663445","1884","29486.999999999927","0.32245226976108055","0.03202859764072","11.350931863785","14.274901380539","162.033432932749","98.900191252265","61.0369042130417","3.2603806492001652","1.9900354138328586"
"34.27968095","1844","28612.999999999764","0.30469683939278963","0.030553238889114","11.398398704529","13.063799467087","148.906394921871","91.5480859250306","61.480291677912504","3.3282709989404746","2.0462307179799732"
"39.1948666","1805","27640.999999999854","0.288663297218724","0.029564177108168","11.448731565475","11.995859270096","137.337372680544","85.5752475723222","62.310240761177205","3.3732101911217494","2.1018553914685345"
"44.15284545","1766","26978.999999999993","0.26749865925244604","0.028077048901698","11.506444540024","10.851147756577","124.858129856659","79.3242408522554","63.5314984641545","3.3722183329894517","2.1424208384311263"
"49.10652635","1727","25996.000000000236","0.24842441788904468","0.026625931693256","11.561080408096","9.8015236949921","113.316203559662","72.4836341713281","63.9658159154307","3.427317362452449","2.1923115149039276"
"54.06202185","1687","25220.999999999625","0.23317706126471324","0.025044989497429","11.612026720047","8.8563937568665","102.840680947991","66.1472470205685","64.3201176915783","3.5251211768829425","2.267362089741859"
"59.02633915","1648","24267.999999999967","0.21442867740879915","0.023535598998538","11.659103822708","7.9182087039948","92.3192173697455","59.8119360291911","64.7881749144814","3.585048263680146","2.3226873398416688"
"63.96215265","1609","23230.999999999847","0.19727029601391916","0.02190164599981","11.703252038956","7.0409652900696","82.4021913872255","53.2811117201478","64.6598237536773","3.702443317062453","2.3939933233923822"
"68.875727","1570","22400.0000000002","0.18164307404380703","0.020474694736304","11.742925643921","6.2401462030411","73.2775728695076","48.0279524241566","65.54249894396","3.7820282746937646","2.478835842001428"
"73.83806295","1531","21300.000000000447","0.16315342101197658","0.018829459295621","11.784759302139","5.4167523574829","63.83512273223","41.9996886058765","65.79401246247009","3.8846340634332424","2.5558566198166246"
"78.7775546","1491","20056.99999999985","0.14612242958196736","0.017067071542705","11.823216953278","4.6175312519073","54.5940737798414","35.8470648457314","65.66109169704009","4.076273195889494","2.676525480974869"
"83.724826449999","1452","18815.000000000015","0.12892035331637205","0.015646855824529","11.859712820053","3.8599531579018","45.777935951572","30.8290343379963","67.3447452296888","4.1817837011352506","2.8162115795861893"
"88.702150799999","1413","17507.00000000016","0.11595452569538019","0.014401373841759","11.89296582222","3.204249382019","38.1080283862215","26.4024527450692","69.2831769659734","4.391808852570909","3.042784699333993"
"93.656166","1374","16078.99999999991","0.0981204749298211","0.012897450812824","11.926181173325","2.5496281766891","30.4073275598085","21.7165850659606","71.4189204008344","4.518227641767617","3.2268694030025142"
"98.6268023","1334","14567.000000000155","0.08069450348481184","0.011175553459966","11.95888543129","1.9887186443806","23.782858423218","17.0477778958385","71.680945967351","4.733432355691955","3.392969089284659"
"103.653608","1295","13000.00000000022","0.06385011909851071","0.0094852772018521","11.990043754578","1.5223090445995","18.2525520527378","12.9128467756608","70.7454318626303","4.944697339618464","3.4981474872130756"
"108.668781","1256","11302.999999999864","0.048831710019568354","0.0079965034006128","12.015764169693","1.125805876255","13.5274179099347","9.46504039619406","69.96930574047579","5.159165515997564","3.6098322935455336"
"113.70543965","1217","9663.000000000264","0.03592177161514687","0.0066832324639715","12.037849273682","0.80347218811512","9.67207709612528","6.762809670958","69.9209653081367","5.311663844305457","3.7139666338616553"
