"Time (s)","PWM throttle signal (µs)","Rotation speed (rpm)","Thrust (kgf)","Torque (N⋅m)","Voltage (V)","Current (A)","Electrical power (W)","Mechanical power (W)","Motor & ESC efficiency (%)","Propeller efficiency (gf/W)","Propulsion system efficiency (gf/W)"
"1.2630573000002","1000","0","-0.000055406031737703494","0.000026955065714165","16.812286186218","0.049147063530982","0.826274497295107","0","0","",""
"19.0839087","1963","36075.99999999956","0.4964257299953807","0.048087326784716","15.113645305634","23.470058326721","354.718136852603","181.66766374364","51.214653233005805","2.7326036993347986","1.3994935088466094"
"24.0900382","1923","34440.00000000017","0.45237148643759084","0.043658498325142","15.113018550873","20.97738527298","317.031612779357","157.456485810573","49.6658627920988","2.8729936662108164","1.4268970922859592"
"29.21096255","1882","32863.0000000002","0.4135834936488506","0.041520300808015","15.179009447098","18.640948028564","282.951126228436","142.888183777193","50.499245463979705","2.894455529603178","1.4616782027400388"
"34.2954303","1842","31657.000000000295","0.382619929770207","0.040721405853677","15.243695211411","16.806697406769","256.196172779198","134.996073644362","52.6924630371851","2.834304135231318","1.4934646588181695"
"39.39103515","1801","30849.00000000015","0.352086428307679","0.037577668879584","15.302291698456","15.158418636322","231.958543660311","121.39464900743","52.3346314784617","2.9003455357091363","1.5178851477153974"
"44.5078293","1761","29732.99999999958","0.3280853719860503","0.035722958157056","15.342067947388","13.835822868347","212.270134554204","111.228162762796","52.3993462369965","2.949660983664024","1.5456030716477087"
"49.7182729","1720","28671.00000000033","0.3091494080174882","0.033699034282438","15.371390953064","12.668587760925","194.73381529638","101.178657847688","51.957415661834105","3.055480420415076","1.5875486625010173"
"54.8571816","1680","27579.999999999844","0.2913373643532195","0.031723519618311","15.398812589645","11.529834051132","177.545753743089","91.6229445004659","51.605258120138096","3.1797424317850647","1.640914289478242"
"60.10409185","1639","26521.999999999844","0.27093136956371444","0.028280171733451","15.431053647995","10.299161643982","158.926915857659","78.5447082932164","49.4219043195706","3.449390486655015","1.7047544659230116"
"65.23303065","1599","25856.999999999593","0.24703333349651513","0.026531978637097","15.462605371475","9.1615256977081","141.661056464288","71.8416655589193","50.713772261772206","3.4385802664042666","1.7438337653424971"
"70.4765559","1558","24782.999999999734","0.2278281454142546","0.024138354868891","15.498167629242","7.998259267807","123.958362874611","62.6455407849852","50.5375670767398","3.6367815260182126","1.8379409031459368"
"75.73710695","1518","23569.00000000037","0.21262594019355235","0.022349850607747","15.532832870483","6.9360049104691","107.735805063166","55.1625582321003","51.201694923761195","3.854533709240128","1.9735865905386654"
"80.950516","1478","22518.000000000015","0.18807589490178606","0.020307350492014","15.573191871643","5.8251764011383","90.7165897810936","47.88634579356","52.7867569858099","3.927547441447906","2.073224923419496"
"86.277717","1437","21029.999999999574","0.17049858360238207","0.018108812655822","15.614828414917","4.8710061597824","76.059925393006","39.8802494761389","52.432669727291206","4.275263716802833","2.241634904601949"
"91.51027455","1397","19663.000000000287","0.14881537805011905","0.016220420055411","15.654812927246","3.9304009652138","61.5296918394892","33.3995406565743","54.281989163382704","4.455611518143046","2.418594561440839"
"96.7905025","1356","18106.000000000386","0.12571257936269775","0.013882040059562","15.694923448563","3.0972047662735","48.610391711187","26.3211237673495","54.147113077659206","4.776109883220112","2.5861256191804545"
"102.09693385","1316","16608.999999999724","0.10302088471613652","0.012340929123591","15.731113243103","2.3583930134773","37.1001475667543","21.4644597094889","57.8554564260638","4.799602976756661","2.776832208841511"
"107.4877695","1275","14695.999999999809","0.0825837545119679","0.01021138623576","15.764795780182","1.7512801635265","27.608574131879","15.7149304953391","56.920471228513804","5.255114207247787","2.99123577036201"
"112.8090974","1235","12710.000000000233","0.06195700259268048","0.0079895590563704","15.796552095413","1.230844219923","19.4430948413516","10.6340079289732","54.6929797737588","5.826307729550745","3.18658130808014"
"118.25822515","1194","10586.999999999638","0.04542867077423993","0.0061073313217965","15.823783121109","0.82889338195324","13.1162291065506","6.77100309167735","51.623092557110795","6.709297006536463","3.4635466036157814"
