,Rotation speed (rpm),Torque (N⋅m),Thrust (kgf),Propeller diameter [in],Propeller pitch [in],Propeller num
20,8411.000000000016,0.009523407787586,0.0784929338044949,5.0,4.0,2
0,0.0,1.25127359722e-05,-0.0004633644151721,5.0,4.0,2
1,18204.00000000013,0.032218561014305,0.3801340272224562,5.0,4.0,2
2,17900.99999999972,0.031304001203041,0.3678942650284654,5.0,4.0,2
3,17621.999999999578,0.03018171748637,0.355129716048202,5.0,4.0,2
4,17321.999999999556,0.029294016734231,0.3414639573831635,5.0,4.0,2
5,16972.000000000327,0.028313418671735,0.3311833695926846,5.0,4.0,2
6,16662.000000000276,0.027534512286714,0.318631666173831,5.0,4.0,2
7,16280.000000000373,0.026178987782827,0.3047036983757552,5.0,4.0,2
8,15959.000000000477,0.025048707585785,0.2908374740877976,5.0,4.0,2
9,15504.999999999764,0.023766329594342,0.2752439336746697,5.0,4.0,2
10,15000.999999999847,0.022269439118318,0.2576661969222313,5.0,4.0,2
11,14567.000000000156,0.020841657044741,0.2410899114403185,5.0,4.0,2
12,14028.000000000124,0.019608431330637,0.2243030254453661,5.0,4.0,2
13,13473.00000000023,0.018051273982328,0.2069259415007061,5.0,4.0,2
14,12870.999999999607,0.016324434347286,0.1881215882279575,5.0,4.0,2
15,12252.000000000273,0.014910551437694,0.1701168541533551,5.0,4.0,2
16,11400.999999999607,0.012969824960332,0.1486518266563913,5.0,4.0,2
17,10620.99999999994,0.011346610313842,0.1285642036114269,5.0,4.0,2
18,9715.999999999864,0.0094958638776918,0.1073520511576022,5.0,4.0,2
19,8607.999999999989,0.0074160549594491,0.0842372102557224,5.0,4.0,2
20,7480.999999999955,0.0056638699551459,0.0627679710994651,5.0,4.0,2
0,0.0,7.99968810814e-05,0.0010829878244481,5.0,4.0,2
1,19113.00000000041,0.035662600894158,0.4293791909775408,5.0,4.0,2
2,18387.999999999964,0.033023804833901,0.3990528990209807,5.0,4.0,2
3,17684.000000000353,0.030864474522531,0.3719900147742807,5.0,4.0,2
4,17333.000000000357,0.02958402014477,0.3565902019141603,5.0,4.0,2
5,16973.999999999953,0.028598272743809,0.3447745631698287,5.0,4.0,2
6,16703.00000000022,0.027547021834017,0.3319808303154492,5.0,4.0,2
7,16348.999999999833,0.026422414089891,0.318799077290767,5.0,4.0,2
8,15988.99999999962,0.025398402267575,0.3046399566672717,5.0,4.0,2
9,15580.000000000007,0.024182594983497,0.2906006290878638,5.0,4.0,2
10,15147.999999999942,0.023060627860201,0.275839631349472,5.0,4.0,2
11,14703.000000000404,0.021647291110092,0.2570870247455757,5.0,4.0,2
12,14232.999999999833,0.020273475708299,0.2404524504840491,5.0,4.0,2
13,13653.999999999673,0.018695544069952,0.2219600957615292,5.0,4.0,2
14,13124.999999999673,0.017274910210079,0.2037395211677994,5.0,4.0,2
15,12472.000000000033,0.015683307560729,0.1814427898182458,5.0,4.0,2
16,11754.999999999996,0.014104153885815,0.1619504432821503,5.0,4.0,2
17,10808.999999999976,0.011930174084545,0.1380820172031019,5.0,4.0,2
18,10004.000000000227,0.010234468564201,0.1187044149845258,5.0,4.0,2
19,8880.000000000013,0.0083167652265298,0.0945044810135051,5.0,4.0,2
20,7615.000000000008,0.0062003488731746,0.0698791618499028,5.0,4.0,2
0,0.0,8.76200405567e-05,0.0004449832526342,5.0,4.0,2
1,18742.00000000035,0.037936569662951,0.4066503041756155,5.0,4.0,2
2,18462.0000000004,0.036797630898869,0.3929369011324357,5.0,4.0,2
3,18112.00000000021,0.035628914117895,0.3793878350635844,5.0,4.0,2
4,17775.000000000455,0.034410713282377,0.3622105631849,5.0,4.0,2
5,17455.00000000037,0.033000852092308,0.3491132068769559,5.0,4.0,2
6,17024.000000000116,0.031947668229492,0.3344116482776585,5.0,4.0,2
7,16540.000000000262,0.030441913813669,0.3153602117913457,5.0,4.0,2
8,16153.000000000342,0.029038873374734,0.300258783458286,5.0,4.0,2
9,15626.99999999978,0.027528009826855,0.2802817680353638,5.0,4.0,2
10,15054.0000000004,0.025577513129591,0.2596898073345944,5.0,4.0,2
11,14546.000000000278,0.023692956265688,0.2402162079430182,5.0,4.0,2
12,13905.000000000296,0.021954486169324,0.2215357189204774,5.0,4.0,2
13,13096.00000000034,0.019953676056093,0.1973451853350532,5.0,4.0,2
14,12385.000000000133,0.018113820860723,0.1781054682615266,5.0,4.0,2
15,11510.999999999964,0.015966650524709,0.1539553449022041,5.0,4.0,2
16,10467.000000000204,0.013553937265903,0.1259252704981415,5.0,4.0,2
17,9449.999999999956,0.01149067067483,0.1028829166618162,5.0,4.0,2
18,8154.00000000004,0.0092167761292516,0.0766334492857642,5.0,4.0,2
19,6480.000000000045,0.0059040809716703,0.0481553428485701,5.0,4.0,2
20,4755.999999999983,0.0040086763321695,0.0260634824609413,5.0,4.0,2
0,0.0,-8.8340629998021e-07,-0.0009450460385356,5.0,4.0,2
1,18132.00000000028,0.033683101507619,0.3893694584180429,5.0,4.0,2
2,17878.00000000022,0.032523411609636,0.3781533862255306,5.0,4.0,2
3,17550.999999999538,0.031544626011115,0.3660481567132405,5.0,4.0,2
4,17190.000000000466,0.029698547269488,0.3477413729635809,5.0,4.0,2
5,16865.000000000364,0.028664851331273,0.3375907095975995,5.0,4.0,2
6,16470.999999999847,0.02756495234435,0.3226362890665416,5.0,4.0,2
7,16161.999999999607,0.026394263698305,0.3066576936082454,5.0,4.0,2
8,15737.999999999947,0.025260109214525,0.2946568395422902,5.0,4.0,2
9,15219.999999999794,0.023996168250074,0.278357389350196,5.0,4.0,2
10,14759.000000000397,0.022508876850256,0.2609867094674736,5.0,4.0,2
11,14243.999999999678,0.020879695733523,0.2417517345057588,5.0,4.0,2
12,13799.000000000142,0.019418496999094,0.2257431368245629,5.0,4.0,2
13,13289.000000000397,0.017952141289215,0.2090105022658196,5.0,4.0,2
14,12575.999999999607,0.016362490820065,0.1880317617246664,5.0,4.0,2
15,11943.999999999844,0.014816808940513,0.1686374854299684,5.0,4.0,2
16,11200.0000000001,0.013168527125896,0.148897654189657,5.0,4.0,2
17,10483.999999999876,0.011600550546114,0.1295040991416233,5.0,4.0,2
18,9537.999999999956,0.00994465423219,0.1079235627939816,5.0,4.0,2
19,8423.999999999964,0.0077707113361774,0.0839224349351266,5.0,4.0,2
20,7412.000000000018,0.0061097232262643,0.064799824703442,5.0,4.0,2
0,0.0,7.96609239775e-05,-0.0001892634693326,6.0,4.5,3
1,2929.9999999999704,0.0033406298865424,0.020303387996125,6.0,4.5,3
2,4920.000000000038,0.0090215516450168,0.060281701457465,6.0,4.5,3
3,6651.000000000028,0.017748233939384,0.110432674334212,6.0,4.5,3
4,7968.00000000001,0.025321060013747,0.1600083587721291,6.0,4.5,3
5,9300.00000000004,0.034635696087807,0.2191764868160381,6.0,4.5,3
6,10198.999999999904,0.041315068665217,0.2655280689706882,6.0,4.5,3
7,11220.999999999978,0.048475269037979,0.3200547964835188,6.0,4.5,3
8,12365.999999999878,0.057917923781316,0.3901468688017926,6.0,4.5,3
9,13312.999999999707,0.066377923008166,0.4530582897650574,6.0,4.5,3
10,14230.000000000397,0.073157113666009,0.5150718326376081,6.0,4.5,3
0,0.0,-0.0003093428255829,-0.0004699737954925,6.0,4.5,3
1,12984.00000000036,0.074338653886738,0.586957293149312,6.0,4.5,3
2,12590.999999999654,0.069835627231394,0.5517413191587546,6.0,4.5,3
3,12323.000000000313,0.066543690150488,0.5262875104575365,6.0,4.5,3
4,12030.999999999747,0.063275882243738,0.4997104744521218,6.0,4.5,3
5,11704.999999999833,0.059844651535759,0.4775200617617026,6.0,4.5,3
6,11333.999999999773,0.057476154469266,0.456524489207191,6.0,4.5,3
7,11059.999999999647,0.053905171368985,0.4271255057690852,6.0,4.5,3
8,10614.000000000298,0.050038820660464,0.3951897504434236,6.0,4.5,3
9,10284.999999999996,0.0472812921066,0.3720639902298747,6.0,4.5,3
10,9938.000000000204,0.04401970280395,0.3426409383288381,6.0,4.5,3
11,9554.99999999953,0.041168102246478,0.3174027946609494,6.0,4.5,3
12,9142.000000000004,0.037912983911645,0.2906088359739564,6.0,4.5,3
13,8667.999999999993,0.034359713140909,0.2607744944850382,6.0,4.5,3
14,8223.999999999982,0.031312912579819,0.2365765575424635,6.0,4.5,3
15,7787.999999999997,0.028791519879888,0.2143446371948831,6.0,4.5,3
16,7362.000000000045,0.025857837725527,0.1877881008561129,6.0,4.5,3
17,6846.999999999996,0.022049567290459,0.1622895339157102,6.0,4.5,3
18,6221.999999999971,0.017573144803678,0.1337750831614873,6.0,4.5,3
19,5527.000000000005,0.013817447304572,0.1049260774967904,6.0,4.5,3
20,4763.0000000000055,0.010713178607957,0.076937559451152,6.0,4.5,3
0,0.0,0.0001844307622414,0.0007912391784224,6.0,4.5,3
1,20539.00000000008,0.1550398338335,1.099204928864903,6.0,4.5,3
2,18748.00000000018,0.12903228399475,0.913207190419287,6.0,4.5,3
3,17630.999999999796,0.11472481279243,0.81136975750659,6.0,4.5,3
4,16550.000000000295,0.10124578079049,0.7144062437800268,6.0,4.5,3
5,15519.000000000002,0.088367439904368,0.6309180808659532,6.0,4.5,3
6,14355.999999999662,0.075013006705936,0.5391562126465511,6.0,4.5,3
7,12950.99999999987,0.061025479025668,0.4412230253237854,6.0,4.5,3
8,11561.00000000013,0.04794567382716,0.3469563725074618,6.0,4.5,3
9,9573.999999999784,0.031119054525866,0.2374160381643069,6.0,4.5,3
10,7531.000000000022,0.016873523142519,0.1465323689191926,6.0,4.5,3
0,0.0,9.56486016032e-05,-2.99472373559e-05,6.0,4.5,3
1,11059.999999999647,0.051580283675947,0.421197283539955,6.0,4.5,3
2,10848.000000000296,0.049398438051612,0.4035603864284134,6.0,4.5,3
3,10619.000000000317,0.047192681061983,0.3872138206378427,6.0,4.5,3
4,10334.000000000344,0.044855817750654,0.3688128144655004,6.0,4.5,3
5,10111.000000000193,0.043043515523464,0.3525164785614761,6.0,4.5,3
6,9823.999999999642,0.041046229079312,0.3356462923802726,6.0,4.5,3
7,9581.00000000038,0.03917134755696,0.3192971522129575,6.0,4.5,3
8,9249.999999999973,0.036873926008866,0.300064925358935,6.0,4.5,3
9,9015.999999999976,0.035251863095243,0.285458333484564,6.0,4.5,3
10,8761.000000000007,0.032810838135692,0.263670461244788,6.0,4.5,3
11,8441.000000000018,0.030430599149956,0.2443592517402375,6.0,4.5,3
12,8102.999999999971,0.02832910752136,0.2251920306774383,6.0,4.5,3
13,7720.999999999971,0.025613704440037,0.2032197678993234,6.0,4.5,3
14,7344.999999999991,0.023435593072573,0.185637715950972,6.0,4.5,3
15,6931.999999999985,0.020274943350591,0.1664798868883869,6.0,4.5,3
16,6438.000000000004,0.017663355854428,0.1458064618130962,6.0,4.5,3
17,5983.999999999962,0.015119397958718,0.1240443508893149,6.0,4.5,3
18,5512.999999999959,0.01273939731424,0.1038708521114448,6.0,4.5,3
19,4894.999999999956,0.010138685430295,0.0816833109537161,6.0,4.5,3
20,4329.000000000027,0.0080110898986133,0.0630062287601158,6.0,4.5,3
0,0.0,5.49587984147e-05,-0.0001340838250421,6.0,4.5,3
1,19176.00000000004,0.13316251724356,0.9650749577197106,6.0,4.5,3
2,17746.99999999998,0.11213889735191,0.8134860712174086,6.0,4.5,3
3,16307.000000000078,0.094720044648245,0.6893654854657095,6.0,4.5,3
4,14615.99999999955,0.075454710467485,0.5507533796542551,6.0,4.5,3
5,13821.999999999643,0.067390385022478,0.4922520445819011,6.0,4.5,3
6,12346.999999999627,0.053265990760152,0.3914343007684174,6.0,4.5,3
7,11515.000000000173,0.046195227776524,0.3409978766406265,6.0,4.5,3
8,10079.00000000047,0.033970446124524,0.2614265132584522,6.0,4.5,3
9,8546.999999999982,0.023016909229353,0.189553427571658,6.0,4.5,3
10,6507.000000000037,0.010681331489523,0.10820460971089,6.0,4.5,3
0,0.0,-7.75804239666e-05,-0.0001763047374616,6.0,4.5,3
1,14088.000000000318,0.086215935663605,0.6628659986367414,6.0,4.5,3
2,13526.999999999642,0.080523425690885,0.6102424880650478,6.0,4.5,3
3,12996.999999999827,0.074342361414522,0.5580313457339765,6.0,4.5,3
4,12548.999999999902,0.070160197289672,0.5209268999852651,6.0,4.5,3
5,11990.999999999614,0.06439755456345,0.4727122871416233,6.0,4.5,3
6,11570.00000000035,0.060771768389273,0.4452713567527443,6.0,4.5,3
7,11204.000000000306,0.056997828213255,0.4152657153814911,6.0,4.5,3
8,10890.999999999862,0.053814053987329,0.3921434777529839,6.0,4.5,3
9,10554.000000000104,0.050742475716339,0.3660561255235885,6.0,4.5,3
10,10164.999999999603,0.047775907129648,0.3411600592576364,6.0,4.5,3
11,9731.999999999724,0.044290705256881,0.3129108020650375,6.0,4.5,3
12,9341.999999999984,0.041205150057343,0.2885451650389073,6.0,4.5,3
13,8916.000000000035,0.038251719715528,0.2661644806958951,6.0,4.5,3
14,8406.0,0.034480252814792,0.2374098711848286,6.0,4.5,3
15,7949.000000000044,0.031004894339404,0.2108698363611223,6.0,4.5,3
16,7417.000000000034,0.027855020971937,0.184440138821463,6.0,4.5,3
17,6882.000000000015,0.022878428500067,0.1575050842837054,6.0,4.5,3
18,6150.000000000023,0.017643350777946,0.1257097743414214,6.0,4.5,3
19,5446.000000000027,0.013928075232639,0.0962704859088679,6.0,4.5,3
20,4638.999999999984,0.010563732986423,0.0693825124573876,6.0,4.5,3
0,3597.0000000000364,0.0056098079368107,0.0322899058581085,6.0,4.5,3
1,6370.999999999977,0.015922951364355,0.1042343519139869,6.0,4.5,3
2,0.0,5.21433228752e-05,-1.27335566345e-05,6.0,4.5,3
3,8506.000000000038,0.027902183666202,0.1859325242871215,6.0,4.5,3
4,10071.999999999874,0.038263644438207,0.2609081868418165,6.0,4.5,3
5,11164.000000000176,0.04693652417775,0.321750654642258,6.0,4.5,3
6,11768.00000000042,0.051995425060014,0.3603129830836116,6.0,4.5,3
7,12701.999999999824,0.059468724348815,0.4159014654766613,6.0,4.5,3
8,14725.999999999907,0.079046745243302,0.5638775518408019,6.0,4.5,3
9,15590.000000000042,0.08880578950677,0.6348184866272887,6.0,4.5,3
10,16022.99999999992,0.094515364534007,0.669837595673905,6.0,4.5,3
0,0.0,-1.4903090424e-06,0.0001790479307265,6.0,4.5,3
1,19465.00000000022,0.14996563223625,0.9851338962141404,6.0,4.5,3
2,17797.999999999956,0.12196648857448,0.8237196805121015,6.0,4.5,3
3,16626.00000000035,0.10780160518233,0.7191750864258846,6.0,4.5,3
4,15601.999999999698,0.0932016459928,0.630087731860666,6.0,4.5,3
5,14394.999999999978,0.081147155098264,0.5344260683654459,6.0,4.5,3
6,13084.999999999542,0.067804656515815,0.4397830897947923,6.0,4.5,3
7,11580.00000000038,0.053989230819902,0.3426705540110843,6.0,4.5,3
8,9729.000000000287,0.039575532742367,0.2394631164842326,6.0,4.5,3
9,7246.999999999959,0.021961589292056,0.1346066369351409,6.0,4.5,3
10,3598.00000000004,0.0058850591459981,0.0329388345077534,6.0,4.5,3
0,3182.000000000025,0.0044151003118731,0.0245682941557647,6.0,4.5,3
1,6298.000000000026,0.015104517633936,0.1006481229518306,6.0,4.5,3
2,0.0,-3.3601709939e-05,0.0002271289171689,6.0,4.5,3
3,8524.000000000002,0.02741762693595,0.1850015212832415,6.0,4.5,3
4,10229.000000000004,0.038763653639559,0.2652241053234183,6.0,4.5,3
5,11822.999999999643,0.051423116886726,0.3558810854691051,6.0,4.5,3
6,13240.999999999858,0.064251475327726,0.447735615639153,6.0,4.5,3
7,14416.999999999667,0.07662924054595,0.5322494163562684,6.0,4.5,3
8,16189.00000000027,0.095959584947486,0.6751149847132507,6.0,4.5,3
9,17538.99999999988,0.11373575466768,0.7982078721245482,6.0,4.5,3
10,18320.00000000032,0.12434281262587,0.8701425883491305,6.0,4.5,3
0,0.0,0.0004182610424987,0.0008391725868057,5.1,4.99,4
1,22623.000000000357,0.13410032177058,1.1325150029724729,5.1,4.99,4
2,21871.000000000204,0.12560944680847,1.0566683200061182,5.1,4.99,4
3,21163.000000000386,0.11883498120712,0.992795627159713,5.1,4.99,4
4,20529.000000000047,0.11245778071523,0.9295832188109292,5.1,4.99,4
5,19899.99999999972,0.10623313748979,0.8685416652953049,5.1,4.99,4
6,19218.999999999607,0.099836326234428,0.8070945268205962,5.1,4.99,4
7,18565.999999999967,0.093298318932265,0.7447498291105527,5.1,4.99,4
8,17848.99999999993,0.087021139338017,0.6865654594535647,5.1,4.99,4
9,17050.000000000007,0.079973966545717,0.6212827232811308,5.1,4.99,4
10,16168.000000000393,0.073073815289471,0.5579261109168269,5.1,4.99,4
11,15239.999999999858,0.065899766975541,0.4883580684635936,5.1,4.99,4
12,14547.00000000009,0.061432411126506,0.4443796824125567,5.1,4.99,4
13,13618.999999999556,0.055090250683724,0.3832106373264775,5.1,4.99,4
14,12660.000000000073,0.048432187028551,0.3255270514855124,5.1,4.99,4
15,11756.99999999962,0.043054898728237,0.2761511179097246,5.1,4.99,4
16,10703.999999999636,0.03764262247667,0.2266490845367786,5.1,4.99,4
17,9537.000000000047,0.032505514171591,0.1817418313295468,5.1,4.99,4
18,8456.999999999975,0.028113662756456,0.1438542421744326,5.1,4.99,4
19,7226.999999999989,0.023577602917897,0.1066892178368759,5.1,4.99,4
20,5988.999999999978,0.019043638356326,0.0735358541483473,5.1,4.99,4
0,0.0,1.03100849598e-05,0.0001968448575141,5.1,4.99,4
1,25334.00000000038,0.13436876311992,1.0107811389944477,5.1,4.99,4
2,23972.000000000156,0.12022886877408,0.9066086613662464,5.1,4.99,4
3,21751.999999999625,0.095116593106418,0.73133798944039,5.1,4.99,4
4,20314.000000000306,0.082265403741039,0.6319353603825976,5.1,4.99,4
5,19028.999999999945,0.071673985443916,0.5529499856274671,5.1,4.99,4
6,17752.99999999981,0.060897293050453,0.4765839777078615,5.1,4.99,4
7,16193.000000000471,0.049075561431204,0.3935448627051338,5.1,4.99,4
8,14374.000000000102,0.035852771202974,0.3020351281206631,5.1,4.99,4
9,11856.999999999944,0.021004911851441,0.199743920948591,5.1,4.99,4
10,8853.00000000002,0.0070862882483675,0.1081321796797071,5.1,4.99,4
0,0.0,4.69779624484e-05,0.0019396658237572,5.1,4.99,4
1,22302.00000000045,0.12265782487392,1.0801629204632572,5.1,4.99,4
2,21882.99999999986,0.1171044450288,1.0359720592546895,5.1,4.99,4
3,21352.00000000024,0.11329079512695,0.9921192164031756,5.1,4.99,4
4,20828.00000000025,0.10676515383627,0.9339920194312024,5.1,4.99,4
5,20234.99999999985,0.10093419772047,0.8761483936174739,5.1,4.99,4
6,19516.000000000196,0.093380816416783,0.810729099529452,5.1,4.99,4
7,18653.999999999683,0.088059956119418,0.7581222426731963,5.1,4.99,4
8,17924.99999999999,0.081191692410536,0.6936428896343502,5.1,4.99,4
9,17248.999999999894,0.074399072799521,0.6287394303885017,5.1,4.99,4
10,16572.999999999796,0.068386502009672,0.5682925219249694,5.1,4.99,4
11,15846.99999999954,0.063161774590996,0.5208423040601226,5.1,4.99,4
12,14974.00000000014,0.056633141305384,0.4584687643187735,5.1,4.99,4
13,13963.999999999724,0.050409398534066,0.3994182315543738,5.1,4.99,4
14,13014.000000000457,0.04437209666985,0.3410040975993637,5.1,4.99,4
15,11998.000000000213,0.038799128829386,0.2869436650036149,5.1,4.99,4
16,10910.999999999927,0.033338063301698,0.2355981963513942,5.1,4.99,4
17,9852.999999999924,0.028581841794771,0.1890312409218642,5.1,4.99,4
18,8794.000000000018,0.024466896379551,0.1504660546811806,5.1,4.99,4
19,7581.999999999996,0.019941079982732,0.1101878511960557,5.1,4.99,4
20,6293.00000000001,0.015858257522304,0.0765729731362483,5.1,4.99,4
0,0.0,-2.16059681634e-05,-0.0002106221271265,5.1,4.99,4
1,24720.0000000001,0.13337148549784,0.9580526068209532,5.1,4.99,4
2,22940.000000000047,0.11394168696396,0.8180286330845498,5.1,4.99,4
3,21026.00000000032,0.095133529009489,0.6800201987584038,5.1,4.99,4
4,19830.00000000045,0.084213249211993,0.6024252452416269,5.1,4.99,4
5,18468.000000000226,0.071620453143048,0.5177650738638271,5.1,4.99,4
6,16914.99999999957,0.059573627534559,0.4321366130102532,5.1,4.99,4
7,14801.000000000153,0.046126403094748,0.3254692341381308,5.1,4.99,4
8,12431.00000000009,0.031843663466019,0.2241719063974242,5.1,4.99,4
9,9154.000000000044,0.016085096239965,0.1165642459403364,5.1,4.99,4
10,4326.000000000018,0.0019557554876697,0.0242895127908674,5.1,4.99,4
0,0.0,0.0001511966605495,0.0004397059283101,5.1,4.99,4
1,20373.99999999954,0.081558533351429,0.623306889158,5.1,4.99,4
2,19252.0000000001,0.071862783019642,0.5566075147278939,5.1,4.99,4
3,17568.999999999978,0.058287791925548,0.462912284567156,5.1,4.99,4
4,16226.000000000007,0.047530040134741,0.3867501172268104,5.1,4.99,4
5,15233.000000000218,0.040778769552525,0.3363911228602428,5.1,4.99,4
6,14124.000000000244,0.034042422282421,0.2848782980751225,5.1,4.99,4
7,12783.99999999971,0.026816761190406,0.2325719094986157,5.1,4.99,4
8,11239.000000000418,0.018462649989644,0.1746294165305073,5.1,4.99,4
9,9312.999999999987,0.0096596787840043,0.1189084611662596,5.1,4.99,4
10,6762.000000000006,0.000592241661442,0.0612469564071135,5.1,4.99,4
0,3423.000000000045,0.0027166198704796,0.0142587903013302,5.1,4.99,4
1,7189.9999999999645,0.011934430053234,0.0704322712434276,5.1,4.99,4
2,0.0,-9.2562702148e-06,8.39985923542e-05,5.1,4.99,4
3,9817.999999999813,0.021575388498605,0.1338677786316326,5.1,4.99,4
4,12030.999999999747,0.032116993476832,0.2046246481377229,5.1,4.99,4
5,13668.999999999722,0.040642583381136,0.2689333208526561,5.1,4.99,4
6,15218.00000000017,0.0495863503236,0.3374851865111634,5.1,4.99,4
7,16439.000000000124,0.057489646195498,0.4023404439038407,5.1,4.99,4
8,18205.99999999976,0.069641915722736,0.4981931768753652,5.1,4.99,4
9,19835.000000000466,0.082912105624376,0.5998593884835597,5.1,4.99,4
10,21526.999999999847,0.098638116068411,0.7211967135683032,5.1,4.99,4
0,3298.00000000002,0.0027967443726168,0.0134777067368612,5.1,4.99,4
1,7280.999999999974,0.011755314433899,0.0722548051037581,5.1,4.99,4
2,0.0,-7.27520721302e-05,0.0001053513049931,5.1,4.99,4
3,9866.000000000353,0.021048993954549,0.1356149267849979,5.1,4.99,4
4,11724.000000000084,0.02903687807706,0.195242726371656,5.1,4.99,4
5,13379.999999999543,0.037740657347031,0.2614276925182504,5.1,4.99,4
6,14635.999999999614,0.045024519261739,0.3152625511669428,5.1,4.99,4
7,15973.99999999957,0.053514010988713,0.3826201311227585,5.1,4.99,4
8,17613.000000000313,0.065245184611833,0.4748283545468534,5.1,4.99,4
9,19042.00000000037,0.076378893705464,0.5615263943179679,5.1,4.99,4
10,19920.9999999996,0.08356221481228,0.6181568489878807,5.1,4.99,4
0,0.0,1.0419050583e-06,0.000117590126184,5.1,4.99,4
1,24033.00000000016,0.13431914188468,0.9125534116241224,5.1,4.99,4
2,21841.000000000106,0.11080613153823,0.7376701955675383,5.1,4.99,4
3,21097.00000000036,0.10365708200453,0.6895287327319727,5.1,4.99,4
4,19958.00000000029,0.093032859851879,0.6186425151680136,5.1,4.99,4
5,18755.999999999636,0.081868973163951,0.5421869114828306,5.1,4.99,4
6,17431.999999999913,0.070914863352581,0.4662005155301759,5.1,4.99,4
7,15865.99999999979,0.058340848334056,0.3775196981413837,5.1,4.99,4
8,14025.999999999543,0.045367400897296,0.2887127555207844,5.1,4.99,4
9,11510.000000000156,0.030365849151179,0.1898231498586469,5.1,4.99,4
10,8602.999999999973,0.016851208973137,0.1035861382084299,5.1,4.99,4
0,0.0,2.78145717521e-05,0.0004954938975884,5.0,3.0,5
1,28305.00000000029,0.057432633821574,0.5086767223673324,5.0,3.0,5
2,28399.999999999643,0.056113023018611,0.506536191997206,5.0,3.0,5
3,27234.99999999968,0.051790088521196,0.4684505181287902,5.0,3.0,5
4,26354.999999999687,0.049630036571287,0.4432027857153054,5.0,3.0,5
5,25228.000000000226,0.046738425374085,0.4081200206103919,5.0,3.0,5
6,23581.00000000003,0.042463656867081,0.3563456427920748,5.0,3.0,5
7,21105.99999999963,0.036568512914548,0.2884350950891895,5.0,3.0,5
8,17916.999999999578,0.022007481577673,0.2111112528146207,5.0,3.0,5
9,13038.999999999583,0.013664198635376,0.1146074865836753,5.0,3.0,5
10,5332.00000000004,0.0033855115649607,0.0192459618205258,5.0,3.0,5
0,4561.000000000017,0.0017327634238953,0.0134163798469161,5.0,3.0,5
1,10664.000000000462,0.0082655608880756,0.0767180056490707,5.0,3.0,5
2,0.0,7.44662448177e-05,-0.0002280119369994,5.0,3.0,5
3,14973.00000000033,0.015035155258906,0.1481128386984444,5.0,3.0,5
4,17845.999999999538,0.020306390635524,0.2071352813110695,5.0,3.0,5
5,20004.000000000247,0.026689599839881,0.2583690942860712,5.0,3.0,5
6,21775.000000000084,0.033043657401011,0.3027331336401728,5.0,3.0,5
7,23103.99999999981,0.035615038780385,0.3393175421600241,5.0,3.0,5
8,24588.999999999865,0.039804449885392,0.3793165119873046,5.0,3.0,5
9,27472.99999999988,0.046438882933189,0.4723810641832634,5.0,3.0,5
10,27497.000000000146,0.047670194715355,0.4723485503141134,5.0,3.0,5
0,0.0,-1.37959684379e-05,0.0001286399980766,5.0,3.0,5
1,28389.99999999961,0.048589365356006,0.519488388296197,5.0,3.0,5
2,28443.999999999975,0.04794740457919,0.5165101728876833,5.0,3.0,5
3,28118.99999999988,0.047009000000819,0.5070509113210322,5.0,3.0,5
4,27401.99999999984,0.044753519208477,0.4842397796438743,5.0,3.0,5
5,26927.000000000207,0.044004840591485,0.4653441796115493,5.0,3.0,5
6,25235.99999999968,0.03907372774075,0.4129120975155226,5.0,3.0,5
7,22695.000000000207,0.030913276136862,0.337497851835999,5.0,3.0,5
8,19139.000000000306,0.020804964065775,0.2451776972062937,5.0,3.0,5
9,13809.000000000176,0.0085794348862278,0.1303047772255459,5.0,3.0,5
10,5711.00000000003,-0.0012438583703016,0.0224853863924602,5.0,3.0,5
0,0.0,2.91524260917e-05,-2.16396785014e-05,5.0,3.0,5
1,4998.000000000005,0.0020469516403386,0.0160501199743419,5.0,3.0,5
2,11783.000000000467,0.0099496469212003,0.0920034943846573,5.0,3.0,5
3,16150.999999999764,0.017287850762421,0.1695758372376295,5.0,3.0,5
4,19450.999999999975,0.024207838570076,0.2422113878208766,5.0,3.0,5
5,21740.99999999978,0.028692917959377,0.2999608555490917,5.0,3.0,5
6,23413.00000000006,0.033367799393777,0.34825473952728,5.0,3.0,5
7,25008.000000000466,0.036813497833582,0.3931691278598604,5.0,3.0,5
8,27238.999999999884,0.04256814775068,0.4629909942564587,5.0,3.0,5
9,27955.99999999992,0.045458533855668,0.4872448763461223,5.0,3.0,5
10,28042.000000000007,0.0446351993619,0.486642516601398,5.0,3.0,5
0,0.0,-0.0001271775428964,-0.0002273395251309,5.0,3.0,5
1,28297.99999999969,0.04358750062443,0.5137316792520178,5.0,3.0,5
2,28052.99999999985,0.044422797695578,0.5121984711372589,5.0,3.0,5
3,26809.0000000004,0.040880180135375,0.4629487329514666,5.0,3.0,5
4,24897.00000000029,0.035022756796371,0.399166361220223,5.0,3.0,5
5,23724.99999999973,0.030978666109715,0.3649826698564647,5.0,3.0,5
6,22456.000000000196,0.027726208310974,0.3297386031703589,5.0,3.0,5
7,20514.0,0.024742781575907,0.2782576046941922,5.0,3.0,5
8,18063.99999999968,0.017112417080454,0.2188983953025345,5.0,3.0,5
9,15159.9999999996,0.01068993581295,0.156378297346576,5.0,3.0,5
10,10696.000000000184,0.0018721128331026,0.0803234322086777,5.0,3.0,5
0,0.0,-3.31501518902e-05,-4.84518095098e-05,5.0,3.0,5
