,Rotation speed (rpm),Torque (N⋅m),Thrust (kgf),Propeller diameter [in],Propeller pitch [in],Propeller num
1,3956.999999999965,0.0012860295804891,0.0098414867743937,5.0,3.0,5
2,8969.000000000015,0.0061292829643627,0.0539190286674348,5.0,3.0,5
3,12390.99999999996,0.010936822833426,0.1007202182375551,5.0,3.0,5
4,14867.999999999987,0.014631006079295,0.1441088440240857,5.0,3.0,5
5,16720.999999999705,0.018094075790865,0.1813286317268792,5.0,3.0,5
6,18363.99999999969,0.021765325941373,0.2154288900314786,5.0,3.0,5
7,19442.99999999957,0.024945502445712,0.241781516288753,5.0,3.0,5
8,20425.00000000047,0.029276485832961,0.2654545273319227,5.0,3.0,5
9,22133.99999999953,0.032595482289243,0.3110785731935575,5.0,3.0,5
10,23687.000000000186,0.037011814113351,0.3538044828311911,5.0,3.0,5
0,4289.999999999996,0.0017021083307659,0.0122234157473133,5.0,3.0,5
1,9853.99999999974,0.007317120317029,0.0674516538608281,5.0,3.0,5
2,0.0,3.68040143986e-05,0.0002885910387626,5.0,3.0,5
3,13506.999999999576,0.01286892354314,0.1241794298785518,5.0,3.0,5
4,16171.99999999964,0.017533461185066,0.1755930763526179,5.0,3.0,5
5,18335.000000000364,0.022493223410675,0.2229194595552406,5.0,3.0,5
6,20016.99999999972,0.0259068551225,0.2639017010943288,5.0,3.0,5
7,21379.99999999976,0.028629697475247,0.2994323721531614,5.0,3.0,5
8,22066.99999999969,0.030727351615339,0.317988447227565,5.0,3.0,5
9,23973.99999999978,0.03637482042122,0.3730504872536391,5.0,3.0,5
10,26098.000000000186,0.042032110508744,0.4384345883022031,5.0,3.0,5
0,0.0,-2.0962890779e-05,-0.0002554664645965,6.0,4.0,6
1,2986.999999999964,0.0021576593871062,0.0116853229707994,6.0,4.0,6
2,6852.000000000013,0.0089675473097873,0.0684423981903667,6.0,4.0,6
3,9363.999999999962,0.01767809586981,0.1329094433995605,6.0,4.0,6
4,11323.99999999974,0.02544821668949,0.1986701522401635,6.0,4.0,6
5,12920.99999999977,0.033033049888618,0.2612912178475524,6.0,4.0,6
6,14352.000000000411,0.04124284349165,0.3260908585695727,6.0,4.0,6
7,15642.999999999642,0.049055228794723,0.3898690732662734,6.0,4.0,6
8,17259.999999999738,0.05936648110889,0.4824775807521019,6.0,4.0,6
9,19130.000000000084,0.072117013083531,0.5873431730249168,6.0,4.0,6
10,19969.00000000014,0.078430947258976,0.6426120502298033,6.0,4.0,6
0,0.0,0.0001342583110484,-6.26040152445e-05,6.0,4.0,6
1,2749.9999999999586,0.0017431701429944,0.0097636989077358,6.0,4.0,6
2,6787.999999999995,0.0097305236891164,0.0658562945592338,6.0,4.0,6
3,9569.99999999958,0.019081818881717,0.1358403160349355,6.0,4.0,6
4,11495.999999999916,0.027464428037804,0.1989346763744907,6.0,4.0,6
5,13140.999999999534,0.036518850769336,0.2660057124776351,6.0,4.0,6
6,14532.999999999854,0.044034243525138,0.3264580849220579,6.0,4.0,6
7,15793.000000000127,0.053016410215589,0.3882125417202307,6.0,4.0,6
8,18108.00000000001,0.068259209862003,0.5147391061814891,6.0,4.0,6
9,19864.999999999603,0.081238839348964,0.618539396808268,6.0,4.0,6
10,19856.000000000346,0.080598002466356,0.6159911844355208,6.0,4.0,6
0,0.0,0.0001003500826372,0.0014451752846052,6.0,4.0,6
1,27289.999999999854,0.14210591793296,1.2432271083272066,6.0,4.0,6
2,25620.99999999997,0.12576648286958,1.0966195740413904,6.0,4.0,6
3,23164.99999999982,0.10334914849082,0.8837183838487355,6.0,4.0,6
4,21802.999999999603,0.091362379030134,0.7862492116240103,6.0,4.0,6
5,20809.0,0.083770918312779,0.7185510956976745,6.0,4.0,6
6,19313.99999999992,0.072207188062759,0.6163276865051572,6.0,4.0,6
7,17619.999999999953,0.060258640353701,0.5162517312435133,6.0,4.0,6
8,15573.000000000367,0.045674403166468,0.3969816812618682,6.0,4.0,6
9,12967.999999999543,0.029398054726274,0.2704655222075123,6.0,4.0,6
10,9654.999999999856,0.013400562151784,0.1488960394763451,6.0,4.0,6
0,0.0,0.0001738061356171,-0.0001182023402345,6.0,4.0,6
1,25560.999999999774,0.12786479089773,1.1093793381289228,6.0,4.0,6
2,23703.999999999854,0.11053543863798,0.949185864254766,6.0,4.0,6
3,21673.999999999945,0.093090783166359,0.7854444852632653,6.0,4.0,6
4,20439.999999999563,0.081884045306399,0.6891753206976695,6.0,4.0,6
5,18986.00000000038,0.0708075367316,0.5957024319736812,6.0,4.0,6
6,17370.999999999905,0.059572058843654,0.5014604131959947,6.0,4.0,6
7,15357.999999999667,0.047512951125709,0.3924657272896759,6.0,4.0,6
8,12909.999999999927,0.032670708016056,0.2687510547155655,6.0,4.0,6
9,9511.999999999964,0.017356947574587,0.1426189431492609,6.0,4.0,6
10,4451.000000000042,0.0031676286445904,0.0288213039049247,6.0,4.0,6
0,3598.00000000004,0.0028509137906865,0.0178387105452565,6.0,4.0,6
1,7925.999999999969,0.013024987160875,0.0960759056612778,6.0,4.0,6
2,0.0,1.00273697172e-05,-0.0001158748157112,6.0,4.0,6
3,10630.999999999973,0.023165928750256,0.1784170302598237,6.0,4.0,6
4,12996.999999999827,0.034097945553809,0.2690805983567069,6.0,4.0,6
5,14745.99999999997,0.043813141649405,0.3507965455792447,6.0,4.0,6
6,16276.00000000017,0.053072473301334,0.4309276277845645,6.0,4.0,6
7,17813.000000000004,0.063973889309291,0.5212706541105067,6.0,4.0,6
8,19709.000000000244,0.076724253123056,0.6334586058771243,6.0,4.0,6
9,21683.999999999975,0.092445078569358,0.7745621226707796,6.0,4.0,6
10,23267.999999999585,0.10452081813906,0.8827359883116355,6.0,4.0,6
0,0.0,4.9784343605e-06,8.32634200308e-05,6.0,4.0,6
1,24613.00000000013,0.11466850516899,0.9975269132004814,6.0,4.0,6
2,22999.00000000043,0.10114794890964,0.866972451069927,6.0,4.0,6
3,21012.999999999894,0.084171089476425,0.7226001322197183,6.0,4.0,6
4,19231.00000000022,0.069809608605365,0.6057849451954235,6.0,4.0,6
5,17619.999999999953,0.058839171761732,0.5097763280767439,6.0,4.0,6
6,16458.00000000038,0.050539131171146,0.441226449724748,6.0,4.0,6
7,14786.000000000104,0.039800736494748,0.3578266635376811,6.0,4.0,6
8,13046.000000000178,0.029323314125984,0.2771118556237859,6.0,4.0,6
9,10761.000000000393,0.017588303678286,0.1848770096196356,6.0,4.0,6
10,8133.999999999975,0.0065965532909195,0.102117951064808,6.0,4.0,6
0,3418.000000000028,0.0028609708276266,0.0160059153714295,6.0,4.0,6
1,7549.999999999988,0.012357222205044,0.086524442860825,6.0,4.0,6
2,0.0,6.42275265316e-05,-3.71210570359e-05,6.0,4.0,6
3,10128.999999999678,0.021704686475612,0.1611343646823737,6.0,4.0,6
4,11958.000000000082,0.030010224377289,0.2295185537566651,6.0,4.0,6
5,13845.0000000001,0.039536579150983,0.3135029524505004,6.0,4.0,6
6,15142.999999999924,0.047268572399534,0.3754095650527143,6.0,4.0,6
7,16317.999999999922,0.054308982210745,0.4391693630393661,6.0,4.0,6
8,17919.00000000016,0.064909168457726,0.5334192341429949,6.0,4.0,6
9,19532.999999999865,0.07663720030236,0.623428768035476,6.0,4.0,6
10,20631.999999999807,0.085100344870283,0.7057557381130051,6.0,4.0,6
0,0.0,-0.0001009666854208,9.56632073556e-05,6.0,3.0,7
1,5155.000000000037,0.0033137578557886,0.02406309312992,6.0,3.0,7
2,9543.999999999973,0.011340216274611,0.0946759945530696,6.0,3.0,7
3,13118.999999999842,0.021617763965217,0.1891762876552441,6.0,3.0,7
4,15569.000000000164,0.03101773977551,0.2798164410817557,6.0,3.0,7
5,17625.999999999778,0.040058678268413,0.3727393365008846,6.0,3.0,7
6,19222.99999999981,0.047192001552834,0.450693205427052,6.0,3.0,7
7,20447.00000000016,0.053409460123781,0.5248851114166407,6.0,3.0,7
8,21922.99999999999,0.060069594469706,0.6061288967780946,6.0,3.0,7
9,24770.000000000266,0.079501859692787,0.7960987125555619,6.0,3.0,7
10,25976.00000000017,0.089052585383457,0.8919750420495277,6.0,3.0,7
0,0.0,0.0002446743762383,0.0002835437191432,6.0,3.0,7
1,27940.00000000006,0.10589819758542,1.0743341541920024,6.0,3.0,7
2,27811.000000000404,0.10625979694991,1.077776109909398,6.0,3.0,7
3,27051.99999999965,0.09864214474448,1.0077992368796789,6.0,3.0,7
4,24591.000000000447,0.080202643774796,0.817520342441221,6.0,3.0,7
5,23331.999999999985,0.070196296305399,0.7188066227584547,6.0,3.0,7
6,21684.99999999979,0.05991791228094,0.6194554358449827,6.0,3.0,7
7,19456.0,0.045302480801292,0.4836646478399759,6.0,3.0,7
8,16392.000000000357,0.0298246069243,0.334979252752418,6.0,3.0,7
9,12243.999999999864,0.012404928812468,0.1718842824990695,6.0,3.0,7
10,5379.000000000001,-0.0006311586412656,0.02738602507055,6.0,3.0,7
0,4096.000000000035,0.0024802258294139,0.0149209723419608,6.0,3.0,7
1,9165.999999999987,0.011042388249478,0.0879546832010656,6.0,3.0,7
2,0.0,6.43848662198e-05,-0.0001446584875481,6.0,3.0,7
3,12741.000000000144,0.020858522303425,0.1818775082867646,6.0,3.0,7
4,15069.00000000045,0.029983387694572,0.2685837481487766,6.0,3.0,7
5,17142.999999999738,0.038504829722459,0.357144156352934,6.0,3.0,7
6,18606.999999999916,0.04666449033139,0.4323406756158219,6.0,3.0,7
7,20008.00000000045,0.053846655216789,0.5027145927434853,6.0,3.0,7
8,21924.999999999614,0.065255548437036,0.6163091654961786,6.0,3.0,7
9,24546.0000000003,0.083143783729686,0.801629731883885,6.0,3.0,7
10,24815.000000000407,0.085975597059677,0.8209516516335447,6.0,3.0,7
0,0.0,-2.60285310993e-05,-6.63517645743e-05,6.0,3.0,7
1,27304.999999999905,0.10216448692593,1.010588770429015,6.0,3.0,7
2,25431.00000000031,0.087779782054702,0.8775489455500606,6.0,3.0,7
3,23718.00000000009,0.073814802140649,0.7321895566705042,6.0,3.0,7
4,22625.999999999796,0.067481289146973,0.673058502656422,6.0,3.0,7
5,21430.99999999973,0.059721431605089,0.5956254568088185,6.0,3.0,7
6,19725.00000000011,0.049021654651923,0.4920431175891768,6.0,3.0,7
7,17621.999999999578,0.038905665629547,0.3855051819393982,6.0,3.0,7
8,15000.000000000036,0.027606425246643,0.2704714728934448,6.0,3.0,7
9,11195.000000000084,0.014344072083396,0.1405970821454523,6.0,3.0,7
10,5881.000000000009,0.0029615846889753,0.033708167911199,6.0,3.0,7
0,0.0,-0.0001138114770386,-3.66804439406e-05,6.0,3.0,7
1,3423.000000000045,0.0013315970691995,0.0098295035959973,6.0,3.0,7
2,7932.999999999991,0.0079262370402062,0.0611770366871429,6.0,3.0,7
3,10731.000000000296,0.01477730485062,0.118887919830156,6.0,3.0,7
4,12944.000000000233,0.022292393751876,0.1793611849672824,6.0,3.0,7
5,14596.00000000044,0.028061568086889,0.2342728546483763,6.0,3.0,7
6,15779.999999999704,0.033290390210377,0.2811328419975629,6.0,3.0,7
7,17107.999999999625,0.039877588461629,0.3398721607100284,6.0,3.0,7
8,18601.99999999989,0.048396556394663,0.4104021761310641,6.0,3.0,7
9,20651.000000000065,0.05905603776096,0.5080944174671983,6.0,3.0,7
10,21516.000000000004,0.060619601090567,0.5585968145200043,6.0,3.0,7
0,0.0,3.6060260727671e-08,0.0003726135030786,6.0,3.0,7
1,26395.999999999625,0.099930122016707,0.9414416682505544,6.0,3.0,7
2,25431.00000000031,0.091807872613521,0.8642521701579643,6.0,3.0,7
3,23372.999999999924,0.074959276529938,0.7137402992150225,6.0,3.0,7
4,21363.000000000084,0.061703356023919,0.5888482422176584,6.0,3.0,7
5,20044.00000000038,0.053982290130963,0.5143779934231568,6.0,3.0,7
6,18748.00000000018,0.046185263609134,0.44245026402431,6.0,3.0,7
7,17132.99999999971,0.038079294413707,0.365101887135454,6.0,3.0,7
8,15098.999999999593,0.028241381430705,0.2728909660571755,6.0,3.0,7
9,12573.999999999982,0.018284268901277,0.1812698287025436,6.0,3.0,7
10,9361.999999999956,0.0076573171239653,0.093057540457619,6.0,3.0,7
0,3819.999999999997,0.0018989195264463,0.0127924953440655,6.0,3.0,7
1,8616.000000000015,0.0095360480511795,0.0775769876220483,6.0,3.0,7
2,0.0,-8.43387870314e-05,-6.52250426365e-05,6.0,3.0,7
3,11685.99999999958,0.017268758973372,0.1519225050108446,6.0,3.0,7
4,13948.999999999674,0.024629495460997,0.2261892321048064,6.0,3.0,7
5,15731.000000000307,0.031675787264498,0.2943000186882575,6.0,3.0,7
6,17202.999999999935,0.038124228079332,0.3613379710532445,6.0,3.0,7
7,18426.00000000047,0.044048832238573,0.4220978109326528,6.0,3.0,7
8,19757.99999999964,0.051082765390627,0.4922607698453498,6.0,3.0,7
9,21680.999999999585,0.061214457848519,0.6004155375288911,6.0,3.0,7
10,22980.00000000018,0.07023240482105,0.689884533163792,6.0,3.0,7
0,0.0,-6.03776855837e-05,0.0049859293316261,5.0,5.0,8
1,3623.0000000000255,0.0034749829832071,0.0322383105525036,5.0,5.0,8
2,6643.000000000002,0.012297236756883,0.0991876837294774,5.0,5.0,8
3,8809.999999999976,0.021120264218433,0.1726889283981074,5.0,5.0,8
4,10538.000000000244,0.030903546668366,0.2452058827088455,5.0,5.0,8
5,12034.000000000138,0.040855962681524,0.3192416042920161,5.0,5.0,8
6,13241.99999999967,0.049558925151498,0.3872231810658584,5.0,5.0,8
7,14221.999999999987,0.057611898956642,0.4498706321195719,5.0,5.0,8
8,15159.9999999996,0.065226432040707,0.5100617050915552,5.0,5.0,8
9,16117.000000000417,0.07236609442961,0.5659922138191329,5.0,5.0,8
10,16806.999999999793,0.078286772728329,0.6263355665506773,5.0,5.0,8
0,3330.0000000000286,0.0029206908624439,0.0162873356023473,5.0,5.0,8
1,7038.000000000043,0.011995405127393,0.0752709994851024,5.0,5.0,8
2,0.0,5.21188163064e-05,0.0004273864371852,5.0,5.0,8
3,9657.000000000437,0.024251029940475,0.1434268096998771,5.0,5.0,8
4,11705.999999999643,0.035098607204265,0.2124201723152554,5.0,5.0,8
5,13368.9999999997,0.045751467550931,0.2759459982413566,5.0,5.0,8
6,14695.999999999807,0.055163139368816,0.3331486089223945,5.0,5.0,8
7,16090.999999999569,0.066070793349807,0.3991673283270128,5.0,5.0,8
8,17916.999999999578,0.080269315702492,0.4937328105388078,5.0,5.0,8
9,19511.999999999985,0.093297035639584,0.5860948627678157,5.0,5.0,8
10,21234.000000000426,0.1102822500393,0.6843815659722332,5.0,5.0,8
0,0.0,-0.000282027594692,-0.0009650609198045,5.0,5.0,8
1,25937.999999999665,0.16817815211175,1.0482641356120592,5.0,5.0,8
2,24304.99999999971,0.15172357894808,0.917949884799794,5.0,5.0,8
3,21855.000000000346,0.12950716315237,0.7420836431944141,5.0,5.0,8
4,20554.999999999935,0.11900977423734,0.6642471205776489,5.0,5.0,8
5,19399.000000000196,0.10628395685797,0.5866826576874672,5.0,5.0,8
6,17995.000000000215,0.094672331484661,0.510095315410237,5.0,5.0,8
7,16303.999999999687,0.083228308666801,0.4242566226402187,5.0,5.0,8
8,14486.000000000082,0.068842846989436,0.333584156779206,5.0,5.0,8
9,11968.999999999924,0.052075036996726,0.2253782536903631,5.0,5.0,8
10,8648.000000000022,0.037016887874954,0.1175982232271876,5.0,5.0,8
0,0.0,6.20867687174e-05,0.0001670050209296,5.0,5.0,8
1,5009.00000000004,0.007121029547814,0.0525545380286937,5.0,5.0,8
2,6783.999999999983,0.013123731829362,0.0981780216829488,5.0,5.0,8
3,8281.99999999998,0.019269528804296,0.1507822271224322,5.0,5.0,8
4,9561.000000000317,0.025602838724576,0.1945233190334314,5.0,5.0,8
5,10637.999999999613,0.032565951709601,0.2507292394426129,5.0,5.0,8
6,11749.000000000166,0.039167968946384,0.3012842192593393,5.0,5.0,8
7,12726.999999999904,0.045743958494778,0.3483060343784881,5.0,5.0,8
8,13559.000000000317,0.051641942593751,0.3996583452289824,5.0,5.0,8
9,14272.999999999964,0.057498595939429,0.4464343346342634,5.0,5.0,8
10,14945.999999999667,0.062654923053173,0.492616611428347,5.0,5.0,8
0,3547.999999999973,0.0030636636359254,0.0183714416409293,5.0,5.0,8
1,6993.999999999995,0.010948245001615,0.0747702507212921,5.0,5.0,8
2,0.0,1.45259281546e-05,2.73115731893e-05,5.0,5.0,8
3,9444.000000000033,0.020837800970645,0.1380977298449929,5.0,5.0,8
4,11409.000000000016,0.030245159251659,0.2021257953595468,5.0,5.0,8
5,12928.00000000037,0.039138939031623,0.2628149065679411,5.0,5.0,8
6,14328.000000000142,0.048672842506547,0.3222973029552192,5.0,5.0,8
7,15421.000000000256,0.057419953286428,0.3754853564397628,5.0,5.0,8
8,17055.99999999984,0.071244700144322,0.4541638645358507,5.0,5.0,8
9,18367.999999999894,0.083721168420902,0.5249100329918983,5.0,5.0,8
10,19165.0000000002,0.09118057933021,0.5718979334379528,5.0,5.0,8
0,0.0,-1.64291982841e-05,0.0007774356422005,5.0,5.0,8
1,24283.00000000002,0.14403900864816,0.916754395574768,5.0,5.0,8
2,22120.000000000247,0.11830309732405,0.7654099166981385,5.0,5.0,8
3,20412.999999999854,0.10115001132729,0.6522167865841649,5.0,5.0,8
4,19133.000000000477,0.08945089124629,0.5744863200212815,5.0,5.0,8
5,17733.99999999956,0.078142209678291,0.4942623848632,5.0,5.0,8
6,16227.99999999963,0.066653552475631,0.4134091683477742,5.0,5.0,8
7,14332.000000000346,0.052659853609525,0.3239233519513596,5.0,5.0,8
8,11967.000000000302,0.037772146941723,0.2268833294004782,5.0,5.0,8
9,8739.000000000031,0.021007718183842,0.1206355103641304,5.0,5.0,8
10,4157.000000000042,0.0067404404122879,0.0274869826600837,5.0,5.0,8
0,3450.0000000000364,0.0023144484787089,0.0152105032959318,6.0,4.0,9
1,7554.000000000001,0.010879913600714,0.0796002867691607,6.0,4.0,9
2,0.0,5.13144318472e-05,0.0001231684755257,6.0,4.0,9
3,10184.999999999667,0.020151837077898,0.1508435599249998,6.0,4.0,9
4,12448.999999999576,0.030009744655881,0.2308840896604447,6.0,4.0,9
5,14020.999999999529,0.038476390040671,0.2990733493537345,6.0,4.0,9
6,15519.000000000002,0.047627568461664,0.3769120339553058,6.0,4.0,9
7,16781.999999999713,0.056295564676517,0.445213567730387,6.0,4.0,9
8,18392.000000000167,0.069421574028026,0.5455922539552447,6.0,4.0,9
9,20117.000000000044,0.083913917212434,0.66093427677941,6.0,4.0,9
10,21746.999999999607,0.099643477474064,0.788978455877471,6.0,4.0,9
0,3387.0000000000223,0.0020061022920603,0.0144939227717936,6.0,4.0,9
1,7513.999999999967,0.010982376591779,0.0794260282989848,6.0,4.0,9
2,0.0,-4.28336879401e-05,-9.70939347245e-05,6.0,4.0,9
3,10164.999999999603,0.020323607593497,0.1507499661453095,6.0,4.0,9
4,12104.000000000366,0.028823183069008,0.2186444051456715,6.0,4.0,9
5,13938.999999999643,0.038532428001857,0.3007519864293311,6.0,4.0,9
6,15223.000000000186,0.046079320047734,0.3634197396739049,6.0,4.0,9
7,16425.9999999997,0.053678308389984,0.4263687880314786,6.0,4.0,9
8,17879.00000000003,0.064882226888763,0.5179118410201343,6.0,4.0,9
9,19426.999999999716,0.077056046824933,0.6149483790353892,6.0,4.0,9
10,20451.000000000367,0.08566865319965,0.6874543593796251,6.0,4.0,9
0,0.0,-0.0001367623252621,0.0005537246615438,6.0,4.0,9
1,26657.000000000284,0.15325510540616,1.3131668680809452,6.0,4.0,9
2,24792.999999999767,0.12967998655001,1.110609225066562,6.0,4.0,9
3,22430.000000000306,0.10087026348905,0.8411234899657988,6.0,4.0,9
4,21501.99999999977,0.092614793677144,0.7685171584548036,6.0,4.0,9
5,20387.99999999977,0.083255931963505,0.6905639165509833,6.0,4.0,9
6,18993.000000000025,0.070516642635061,0.5954515432786222,6.0,4.0,9
7,17463.999999999636,0.058667483103912,0.492454212108039,6.0,4.0,9
8,15334.000000000357,0.043572910170632,0.3717807095524874,6.0,4.0,9
9,12872.000000000377,0.027520580824217,0.2534776359991537,6.0,4.0,9
10,9402.999999999993,0.010643871915724,0.1295033591586831,6.0,4.0,9
0,0.0,-1.63566773927e-05,-0.0008031121718791,6.0,4.0,9
1,17382.999999999563,0.071544759421034,0.6309918519887628,6.0,4.0,9
2,17114.000000000407,0.068891202935483,0.6014986734944452,6.0,4.0,9
3,16858.99999999958,0.065556864162263,0.566932867422137,6.0,4.0,9
4,16495.000000000116,0.062779389750802,0.5433951398216109,6.0,4.0,9
5,16099.999999999787,0.060056016791805,0.5165003335739727,6.0,4.0,9
6,15727.000000000104,0.056759992001684,0.4890484481058466,6.0,4.0,9
7,15347.999999999636,0.05435513996566,0.4628239269364156,6.0,4.0,9
8,14827.000000000044,0.051336839549546,0.4375347157944761,6.0,4.0,9
9,14354.000000000036,0.048687146071292,0.4097247357186093,6.0,4.0,9
10,13932.0,0.045746257116266,0.3843635140387696,6.0,4.0,9
11,13525.000000000016,0.042667914364719,0.3544866544425772,6.0,4.0,9
12,12925.999999999787,0.039261018581575,0.3248196695809374,6.0,4.0,9
13,12385.000000000133,0.03593203769834,0.2943611119707851,6.0,4.0,9
14,11836.000000000067,0.033248722345937,0.265920525451821,6.0,4.0,9
15,11195.999999999898,0.02916370727678,0.2307814271019869,6.0,4.0,9
16,10666.999999999896,0.027071056633434,0.2128886650319834,6.0,4.0,9
17,9718.000000000442,0.023033865085038,0.1766395209690159,6.0,4.0,9
18,8807.999999999969,0.019633793806676,0.1452266749998929,6.0,4.0,9
19,7933.999999999994,0.016378241129074,0.1147471309630709,6.0,4.0,9
20,6750.999999999971,0.010384050685045,0.0796280821614394,6.0,4.0,9
0,0.0,5.18291650978e-05,0.0004162844833757,6.0,4.0,9
1,24877.00000000023,0.14099318136333,1.1240647414138365,6.0,4.0,9
2,23418.999999999887,0.12093451044055,0.9552782663403508,6.0,4.0,9
3,21546.999999999916,0.10093181122918,0.7723106835028476,6.0,4.0,9
4,20316.99999999973,0.088439032955969,0.6760754256663082,6.0,4.0,9
5,18952.00000000008,0.077364648177658,0.583162768506901,6.0,4.0,9
6,17385.999999999956,0.065004440163375,0.4831516275472358,6.0,4.0,9
7,15437.999999999927,0.05093643373333,0.3724778538241499,6.0,4.0,9
8,12940.999999999838,0.036034930706274,0.2561021119788511,6.0,4.0,9
9,9491.999999999996,0.019831673896688,0.1325676179181678,6.0,4.0,9
10,4462.999999999985,0.0049995794246745,0.0273960288963703,6.0,4.0,9
0,0.0,-2.25475061299e-05,0.0009062886595932,6.0,4.5,10
1,22672.999999999563,0.16423807211106,1.1387947956256217,6.0,4.5,10
2,21168.0000000004,0.14175101262988,0.9813808589797128,6.0,4.5,10
3,19335.999999999607,0.11690930261685,0.8130639191775888,6.0,4.5,10
4,18023.999999999545,0.10373542722525,0.711600207583864,6.0,4.5,10
5,16815.0000000002,0.091769388941301,0.6205259684587703,6.0,4.5,10
6,15325.000000000136,0.079486047274286,0.5151478160782836,6.0,4.5,10
7,13677.000000000127,0.064327895002746,0.4086306020051394,6.0,4.5,10
8,11492.999999999529,0.047746027444617,0.2875990048813917,6.0,4.5,10
9,8420.000000000045,0.028347893679503,0.1536868620787119,6.0,4.5,10
10,3946.000000000025,0.010616274519343,0.0312731259249448,6.0,4.5,10
0,3045.999999999965,0.0027342334641738,0.0171592161534336,6.0,4.5,10
1,6660.9999999999645,0.013339625615664,0.092035179756921,6.0,4.5,10
2,0.0,6.62512445793e-05,0.0001108049721096,6.0,4.5,10
3,9073.999999999976,0.024689318718934,0.1734998340451326,6.0,4.5,10
4,10743.999999999764,0.034160361055379,0.2447311492996589,6.0,4.5,10
5,12731.999999999922,0.047162560339123,0.3463874908432238,6.0,4.5,10
6,13982.000000000164,0.057082576710643,0.4173090468291517,6.0,4.5,10
7,15304.000000000258,0.069341880111937,0.4999311498201832,6.0,4.5,10
8,17248.999999999894,0.088310994329569,0.6328356741800616,6.0,4.5,10
9,18529.00000000023,0.10235260586058,0.7318134872183162,6.0,4.5,10
10,20111.00000000021,0.12280480505977,0.8660698687738831,6.0,4.5,10
0,0.0,6.9605352376e-06,0.0003618941286344,6.0,4.5,10
1,22095.99999999998,0.15323541207271,1.0671297427844373,6.0,4.5,10
2,20503.999999999964,0.12742122173285,0.9172879922200956,6.0,4.5,10
3,19262.99999999994,0.11248127366843,0.8093677780169681,6.0,4.5,10
4,18316.000000000116,0.1014339226333,0.7307196437240546,6.0,4.5,10
5,17198.99999999973,0.090959786864335,0.6465036928119797,6.0,4.5,10
6,15890.999999999873,0.077948939530127,0.5500255622145586,6.0,4.5,10
7,14480.000000000256,0.062823607491072,0.4531372951079013,6.0,4.5,10
8,12631.999999999598,0.050214381084012,0.3469938658554348,6.0,4.5,10
9,10430.000000000464,0.03548494312998,0.2366791974226673,6.0,4.5,10
10,7771.000000000037,0.022695020637445,0.1308201558124028,6.0,4.5,10
0,3001.00000000001,0.0027461456701357,0.0166334492849076,6.0,4.5,10
1,6625.000000000038,0.013085201931875,0.0921683680880881,6.0,4.5,10
2,0.0,5.7793322815e-05,2.13072878983e-05,6.0,4.5,10
3,8966.000000000005,0.024092642438389,0.1733935887703038,6.0,4.5,10
4,10698.99999999962,0.033171038419914,0.2486623546006434,6.0,4.5,10
5,11826.999999999844,0.041497830112838,0.3050926513180444,6.0,4.5,10
6,13182.00000000043,0.052309536149832,0.3794162865488113,6.0,4.5,10
7,14423.000000000451,0.06280217577321,0.4545708049036011,6.0,4.5,10
8,16007.00000000006,0.081972419809487,0.5660953884222135,6.0,4.5,10
9,17107.999999999625,0.092866866806644,0.6360012469586352,6.0,4.5,10
10,17802.00000000016,0.10024227277343,0.6947170928083597,6.0,4.5,10
0,0.0,6.69417769622e-05,-0.000555471217612,5.1,4.3,11
1,15676.999999999942,0.030633935229609,0.2443916692638159,5.1,4.3,11
2,14979.000000000156,0.02804340423709,0.2228297964460034,5.1,4.3,11
3,14338.000000000176,0.025692769436698,0.2016543385043516,5.1,4.3,11
4,13630.000000000357,0.023680346186013,0.1833702077025488,5.1,4.3,11
5,13050.000000000384,0.021237146624527,0.1649438529602158,5.1,4.3,11
6,12411.000000000024,0.01942733665629,0.1487715918487659,5.1,4.3,11
7,11678.999999999938,0.017209207698663,0.1307279429607256,5.1,4.3,11
8,10910.999999999927,0.014974254169921,0.1122823678432594,5.1,4.3,11
9,10065.000000000236,0.012603793221837,0.0935672410092855,5.1,4.3,11
10,9279.999999999976,0.010564706334999,0.0763722465525148,5.1,4.3,11
11,8466.000000000004,0.0088676151340786,0.0626720331702243,5.1,4.3,11
12,7630.9999999999645,0.0071284536468887,0.0492132634680803,5.1,4.3,11
13,6764.000000000013,0.0056113472645764,0.0373132140153518,5.1,4.3,11
14,5895.999999999962,0.0042584651468348,0.0273823949799707,5.1,4.3,11
15,4998.000000000005,0.003047023574405,0.0187316278560466,5.1,4.3,11
0,0.0,-0.0002991336023264,-0.0006347572091515,5.1,4.3,11
1,25426.00000000029,0.11341619869038,1.0454203933972357,5.1,4.3,11
2,24698.00000000041,0.10666373512845,0.983551362824196,5.1,4.3,11
3,23950.000000000466,0.10038157818135,0.9233348143354356,5.1,4.3,11
4,23169.99999999984,0.095021857301713,0.8653869635152576,5.1,4.3,11
5,22482.000000000087,0.088893458179703,0.8065258213411614,5.1,4.3,11
6,21680.999999999585,0.081977319371187,0.7440025099328211,5.1,4.3,11
7,20777.00000000028,0.075278803111579,0.6806717679153942,5.1,4.3,11
8,19813.999999999636,0.068174174247312,0.6122368734523411,5.1,4.3,11
9,18889.000000000447,0.061935780009506,0.5511696159550408,5.1,4.3,11
10,17991.00000000001,0.056731965715247,0.495391115981951,5.1,4.3,11
11,16992.000000000393,0.051449400005601,0.4413683561716488,5.1,4.3,11
